# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
8	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	17483054	76	0.10242	1.00000	0.001422475	111.00000	5.46460	2254.69324	2.04532	1.00000	1.00000	0.00000	0
30	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	49130967	11	0.12097	1.00000	0.002016129	93.00000	4.56321	1895.37770	1.96848	1.00000	0.27591	0.00000	0
30	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	49130977	21	0.06667	0.00246	1.000000000	4.66667	0.32010	68.03499	0.66901	0.00246	0.27591	0.00000	0
30	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	49131009	53	0.22581	0.46667	0.012096774	29.00000	2.24994	373.78732	1.46240	0.46667	0.27591	0.00000	0
30	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	49131016	60	0.12097	0.00444	1.000000000	3.22222	0.24999	41.53192	0.50816	0.00444	0.27591	0.00000	0
30	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	49131030	74	0.12097	0.00444	1.000000000	3.22222	0.24999	41.53192	0.50816	0.00444	0.27591	0.00000	0
30	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	49131047	91	0.22581	0.46667	0.012096774	29.00000	2.24994	373.78732	1.46240	0.46667	0.27591	0.00000	0
30	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	49131057	101	0.17540	0.00690	1.000000000	2.33333	0.19270	28.25406	0.36798	0.00690	0.27591	0.00000	0
30	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	49131064	108	0.35282	0.23810	0.042338710	13.00000	1.14324	147.82515	1.11394	0.23810	0.27591	0.00000	0
100	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	127726799	8	0.05882	0.48485	0.058823529	33.00000	2.02128	538.76858	1.51851	0.48485	0.25367	0.00000	0
