# Population Skagerrak	P08780,P08955,P08956,P08957,P08958,SR10,SR11,SR12,SR14,SR15,SR16,SR17,SR18,SR19,SR20,SR22,SR23,SR3,SR4,SR5,SR8,SR9
# Population Aquarium	P2397621,P2397622,P2397623,P2397624,P2397625,P2397626,P2397627,P2397628,P2397629,P2397630,P2397631,P2397632,P2397633,P2397634,P2397635,P2397636,P2397637,P2397638
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
4	Skagerrak	Aquarium	NC_045956.1	11457196	0.03555	0.03555	0.00000	0.00306	0.00306	0.00000	-0.00252	-0.00252	0.00000
8	Skagerrak	Aquarium	NC_045956.1	17483015	0.05777	0.05777	0.00000	0.00738	0.00738	0.00000	0.02152	0.02152	0.00000
30	Skagerrak	Aquarium	NC_045956.1	49130841	0.10977	0.10977	0.00000	0.07214	0.07214	0.00000	0.05726	0.05726	0.00000
61	Skagerrak	Aquarium	NC_045956.1	78277035	0.38912	0.38912	0.00000	0.44966	0.44966	0.00000	0.21327	0.21327	0.00000
71	Skagerrak	Aquarium	NC_045956.1	85180118	0.07827	0.07827	0.00000	0.00733	0.00733	0.00000	0.01854	0.01854	0.00000
79	Skagerrak	Aquarium	NC_045956.1	95256501	0.09226	0.09226	0.00000	0.01337	0.01337	0.00000	0.00090	0.00090	0.00000
100	Skagerrak	Aquarium	NC_045956.1	127726675	0.13219	0.13219	0.00000	0.12795	0.12795	0.00000	0.11323	0.11323	0.00000
108	Skagerrak	Aquarium	NC_045956.1	136357848	0.16233	0.16233	0.00000	0.02712	0.02712	0.00000	0.20545	0.20545	0.00000
163	Skagerrak	Aquarium	NC_045957.1	5996516	0.07436	0.07436	0.00000	0.00994	0.00994	0.00000	0.00541	0.00541	0.00000
189	Skagerrak	Aquarium	NC_045957.1	32309042	-0.03275	-0.03275	0.00000	-0.01664	-0.01664	0.00000	0.02318	0.02318	0.00000
228	Skagerrak	Aquarium	NC_045957.1	93921982	0.04187	0.04187	0.00000	0.00619	0.00619	0.00000	0.03067	0.03067	0.00000
292	Skagerrak	Aquarium	NC_045958.1	32956253	-0.00454	-0.00454	0.00000	0.10694	0.10694	0.00000	0.05151	0.05151	0.00000
325	Skagerrak	Aquarium	NC_045958.1	74220214	0.22975	0.22975	0.00000	0.12883	0.12883	0.00000	0.14557	0.14557	0.00000
329	Skagerrak	Aquarium	NC_045958.1	77473519	0.00624	0.00624	0.00000	-0.00227	-0.00227	0.00000	-0.01449	-0.01449	0.00000
334	Skagerrak	Aquarium	NC_045958.1	86125792	0.02612	0.02612	0.00000	0.00011	0.00011	0.00000	-0.02981	-0.02981	0.00000
343	Skagerrak	Aquarium	NC_045958.1	93202152	0.07135	0.07135	0.00000	0.06030	0.06030	0.00000	0.05703	0.05703	0.00000
379	Skagerrak	Aquarium	NC_045959.1	11702144	0.15073	0.15073	0.00000	0.11672	0.11672	0.00000	0.35275	0.35275	0.00000
394	Skagerrak	Aquarium	NC_045959.1	41359071	-0.01692	-0.01692	0.00000	0.00367	0.00367	0.00000	0.00521	0.00521	0.00000
404	Skagerrak	Aquarium	NC_045959.1	52628613	0.22216	0.22216	0.00000	0.06664	0.06664	0.00000	0.06462	0.06462	0.00000
484	Skagerrak	Aquarium	NC_045960.1	8071372	0.13813	0.13813	0.00000	0.02893	0.02893	0.00000	-0.00046	-0.00046	0.00000
508	Skagerrak	Aquarium	NC_045960.1	28757923	0.01092	0.01092	0.00000	0.00533	0.00533	0.00000	-0.01751	-0.01751	0.00000
522	Skagerrak	Aquarium	NC_045960.1	37538046	-0.02628	-0.02628	0.00000	-0.08163	-0.08163	0.00000	-0.05383	-0.05383	0.00000
528	Skagerrak	Aquarium	NC_045960.1	42832174	0.16106	0.16106	0.00000	0.06684	0.06684	0.00000	0.10196	0.10196	0.00000
529	Skagerrak	Aquarium	NC_045960.1	44467902	0.04950	0.04950	0.00000	0.00647	0.00647	0.00000	-0.02829	-0.02829	0.00000
