# Population NorthSea_Thornbackskate	P08867,P08869,P08870,P08899,P08901,P08902,P08903,P08905,P08907,P08909,P08912,P08913,P08915,P08916,P08918,P08919,P08920,P08921,P08922,P08923,P08924,P08925,P08927,P08928,P08930,P08931,P08932,P08933,P08935,P08936,P08960,P08963,P08964,P08965,P08967,P08968,P08969,P08971,P08972,P08973,P08974,P08975,P08980,P08981
# Population Skagerrak_Sailray	P08955,P08956,P08957,P08958
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045956.1	17483015	0.97008	0.97008	0.00000	1.00000	1.00000	0.00000	0.82950	0.82950	0.00000
79	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045956.1	95256501	0.89839	0.89839	0.00000	1.00000	1.00000	0.00000	0.75670	0.75670	0.00000
100	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045956.1	127726675	0.86294	0.86294	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
239	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045957.1	120507243	0.91053	0.91053	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
343	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045958.1	93202152	0.74390	0.74390	0.00000	0.81982	0.81982	0.00000	0.83440	0.83440	0.00000
522	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045960.1	37538046	0.48982	0.48982	0.00000	1.00000	1.00000	0.00000	0.30501	0.30501	0.00000
740	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045963.1	6038802	0.72449	0.72449	0.00000	0.87779	0.87779	0.00000	0.92507	0.92507	0.00000
780	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045963.1	48067031	0.81221	0.81221	0.00000	1.00000	1.00000	0.00000	0.77420	0.77420	0.00000
991	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045966.1	60679700	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.86726	0.86726	0.00000
1047	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045967.1	52130172	0.77629	0.77629	0.00000	1.00000	1.00000	0.00000	0.88620	0.88620	0.00000
1053	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045967.1	57676791	0.77029	0.77029	0.00000	1.00000	1.00000	0.00000	0.23135	0.23135	0.00000
1139	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045969.1	29547571	0.90007	0.90007	0.00000	1.00000	1.00000	0.00000	0.70283	0.70283	0.00000
1361	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045973.1	35799385	0.83455	0.83455	0.00000	0.54429	0.54429	0.00000	0.39639	0.39639	0.00000
1375	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045974.1	468908	0.87779	0.87779	0.00000	1.00000	1.00000	0.00000	0.69404	0.69404	0.00000
1454	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045975.1	22992060	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.59208	0.59208	0.00000
1472	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045975.1	35569990	0.69555	0.69555	0.00000	1.00000	1.00000	0.00000	0.17969	0.17969	0.00000
1484	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045976.1	13075923	0.67571	0.67571	0.00000	1.00000	1.00000	0.00000	0.37735	0.37735	0.00000
1783	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045983.1	13658548	0.69237	0.69237	0.00000	0.53341	0.53341	0.00000	0.44920	0.44920	0.00000
1887	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045986.1	15713795	0.85424	0.85424	0.00000	1.00000	1.00000	0.00000	0.70547	0.70547	0.00000
2113	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045994.1	8320647	0.05975	0.05975	0.00000	0.34108	0.34108	0.00000	0.19856	0.19856	0.00000
2140	NorthSea_Thornbackskate	Skagerrak_Sailray	NC_045996.1	14772406	-0.31711	-0.31711	0.00000	-0.03665	-0.03665	0.00000	0.15735	0.15735	0.00000
