# Population North_Sea	P08867,P08869,P08870,P08871,P08878,P08899,P08901,P08902,P08903,P08905,P08907,P08909,P08912,P08913,P08915,P08916,P08918,P08919,P08920,P08921,P08922,P08923,P08924,P08925,P08927,P08928,P08930,P08931,P08932,P08933,P08935,P08936,P08949,P08950,P08951,P08952,P08953,P08960,P08963,P08964,P08965,P08967,P08968,P08969,P08971,P08972,P08973,P08974,P08975,P08980,P08981,P2397507
# Population Skagerrak	P08780,P08955,P08956,P08957,P08958,SR10,SR11,SR12,SR14,SR15,SR16,SR17,SR18,SR19,SR20,SR22,SR23,SR3,SR4,SR5,SR8,SR9
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	North_Sea	Skagerrak	NC_045956.1	17483015	0.06639	0.06639	0.00000	0.02490	0.02490	0.00000	0.06273	0.06273	0.00000
79	North_Sea	Skagerrak	NC_045956.1	95256501	0.06336	0.06336	0.00000	0.03043	0.03043	0.00000	0.11719	0.11719	0.00000
100	North_Sea	Skagerrak	NC_045956.1	127726675	0.03632	0.03632	0.00000	0.00059	0.00059	0.00000	0.03862	0.03862	0.00000
108	North_Sea	Skagerrak	NC_045956.1	136357848	0.08990	0.08990	0.00000	0.01674	0.01674	0.00000	-0.00509	-0.00509	0.00000
171	North_Sea	Skagerrak	NC_045957.1	17519518	0.09515	0.09515	0.00000	0.01822	0.01822	0.00000	0.15056	0.15056	0.00000
343	North_Sea	Skagerrak	NC_045958.1	93202152	0.06245	0.06245	0.00000	0.02214	0.02214	0.00000	0.03941	0.03941	0.00000
404	North_Sea	Skagerrak	NC_045959.1	52628613	0.04877	0.04877	0.00000	0.01823	0.01823	0.00000	-0.01379	-0.01379	0.00000
522	North_Sea	Skagerrak	NC_045960.1	37538046	0.00470	0.00470	0.00000	0.07832	0.07832	0.00000	0.03785	0.03785	0.00000
740	North_Sea	Skagerrak	NC_045963.1	6038802	0.07453	0.07453	0.00000	0.14744	0.14744	0.00000	0.32986	0.32986	0.00000
780	North_Sea	Skagerrak	NC_045963.1	48067031	0.04437	0.04437	0.00000	0.04659	0.04659	0.00000	0.20043	0.20043	0.00000
966	North_Sea	Skagerrak	NC_045966.1	36709704	0.05382	0.05382	0.00000	0.02437	0.02437	0.00000	0.06536	0.06536	0.00000
976	North_Sea	Skagerrak	NC_045966.1	42541836	0.01408	0.01408	0.00000	0.00877	0.00877	0.00000	-0.01242	-0.01242	0.00000
991	North_Sea	Skagerrak	NC_045966.1	60679700	0.19896	0.19896	0.00000	0.02114	0.02114	0.00000	0.00396	0.00396	0.00000
1047	North_Sea	Skagerrak	NC_045967.1	52130172	0.04906	0.04906	0.00000	0.00938	0.00938	0.00000	0.01115	0.01115	0.00000
1053	North_Sea	Skagerrak	NC_045967.1	57676791	0.03440	0.03440	0.00000	0.20339	0.20339	0.00000	0.15528	0.15528	0.00000
1139	North_Sea	Skagerrak	NC_045969.1	29547571	0.03782	0.03782	0.00000	-0.00655	-0.00655	0.00000	0.06800	0.06800	0.00000
1197	North_Sea	Skagerrak	NC_045970.1	29809705	0.00616	0.00616	0.00000	0.00036	0.00036	0.00000	-0.01562	-0.01562	0.00000
1361	North_Sea	Skagerrak	NC_045973.1	35799385	0.09620	0.09620	0.00000	0.02961	0.02961	0.00000	0.00809	0.00809	0.00000
1368	North_Sea	Skagerrak	NC_045973.1	41877268	0.03275	0.03275	0.00000	0.00075	0.00075	0.00000	0.00685	0.00685	0.00000
1375	North_Sea	Skagerrak	NC_045974.1	468908	0.02046	0.02046	0.00000	0.04532	0.04532	0.00000	0.01224	0.01224	0.00000
1446	North_Sea	Skagerrak	NC_045975.1	16626671	-0.01156	-0.01156	0.00000	-0.01419	-0.01419	0.00000	0.03260	0.03260	0.00000
1454	North_Sea	Skagerrak	NC_045975.1	22992060	0.02554	0.02554	0.00000	0.00623	0.00623	0.00000	0.01941	0.01941	0.00000
