# Population NorthSea_Thornbackskate	P08867,P08869,P08870,P08899,P08901,P08902,P08903,P08905,P08907,P08909,P08912,P08913,P08915,P08916,P08918,P08919,P08920,P08921,P08922,P08923,P08924,P08925,P08927,P08928,P08930,P08931,P08932,P08933,P08935,P08936,P08960,P08963,P08964,P08965,P08967,P08968,P08969,P08971,P08972,P08973,P08974,P08975,P08980,P08981
# Population Skagerrak_Thornbackskate	P08780,SR10,SR11,SR12,SR14,SR15,SR16,SR17,SR18,SR19,SR20,SR22,SR23,SR3,SR4,SR5,SR8,SR9
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045956.1	17483015	0.01047	0.01047	0.00000	0.00053	0.00053	0.00000	0.09799	0.09799	0.00000
79	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045956.1	95256501	0.01754	0.01754	0.00000	0.01499	0.01499	0.00000	0.14880	0.14880	0.00000
100	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045956.1	127726675	-0.02109	-0.02109	0.00000	-0.01770	-0.01770	0.00000	0.11728	0.11728	0.00000
108	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045956.1	136357848	0.01545	0.01545	0.00000	0.00679	0.00679	0.00000	-0.00607	-0.00607	0.00000
163	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045957.1	5996516	0.01251	0.01251	0.00000	0.00087	0.00087	0.00000	0.02166	0.02166	0.00000
343	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045958.1	93202152	-0.01886	-0.01886	0.00000	-0.02473	-0.02473	0.00000	-0.00682	-0.00682	0.00000
522	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045960.1	37538046	-0.00432	-0.00432	0.00000	-0.01369	-0.01369	0.00000	0.05428	0.05428	0.00000
676	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045962.1	14253304	0.19826	0.19826	0.00000	0.16269	0.16269	0.00000	0.06846	0.06846	0.00000
740	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045963.1	6038802	0.00510	0.00510	0.00000	-0.00753	-0.00753	0.00000	0.30311	0.30311	0.00000
780	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045963.1	48067031	0.00098	0.00098	0.00000	-0.00342	-0.00342	0.00000	0.18391	0.18391	0.00000
966	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045966.1	36709704	0.05382	0.05382	0.00000	0.02437	0.02437	0.00000	0.10197	0.10197	0.00000
976	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045966.1	42541836	-0.01502	-0.01502	0.00000	-0.00075	-0.00075	0.00000	-0.00654	-0.00654	0.00000
1047	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045967.1	52130172	-0.02002	-0.02002	0.00000	-0.01850	-0.01850	0.00000	-0.01913	-0.01913	0.00000
1053	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045967.1	57676791	0.03702	0.03702	0.00000	0.12865	0.12865	0.00000	0.34086	0.34086	0.00000
1139	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045969.1	29547571	-0.01129	-0.01129	0.00000	-0.02599	-0.02599	0.00000	0.08794	0.08794	0.00000
1197	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045970.1	29809705	0.00616	0.00616	0.00000	0.00036	0.00036	0.00000	-0.01010	-0.01010	0.00000
1296	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045972.1	19589136	0.03819	0.03819	0.00000	0.07418	0.07418	0.00000	0.22761	0.22761	0.00000
1361	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045973.1	35799385	0.00305	0.00305	0.00000	0.00019	0.00019	0.00000	-0.01337	-0.01337	0.00000
1368	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045973.1	41877268	0.02515	0.02515	0.00000	0.00064	0.00064	0.00000	-0.00145	-0.00145	0.00000
1375	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045974.1	468908	-0.01742	-0.01742	0.00000	-0.01079	-0.01079	0.00000	-0.02303	-0.02303	0.00000
1446	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045975.1	16626671	-0.01840	-0.01840	0.00000	-0.01269	-0.01269	0.00000	0.04162	0.04162	0.00000
