# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
8	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	17483054	76	0.35556	1.00000	0.000000033	261.00000	14.78396	4607.76493	2.41664	1.00000	1.00000	0.00000	0
8	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	17483074	56	0.35556	1.00000	0.000000033	261.00000	14.78396	4607.76493	2.41664	1.00000	1.00000	0.00000	0
108	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	136357994	30	0.27312	1.00000	0.000000362	231.00000	12.84630	4153.80308	2.36361	1.00000	0.83418	0.00000	0
108	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	136358001	37	0.27312	1.00000	0.000000362	231.00000	12.84630	4153.80308	2.36361	1.00000	0.83418	0.00000	0
108	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	136358003	39	0.27312	1.00000	0.000000362	231.00000	12.84630	4153.80308	2.36361	1.00000	0.83418	0.00000	0
108	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	136358028	64	0.27312	1.00000	0.000000362	231.00000	12.84630	4153.80308	2.36361	1.00000	0.83418	0.00000	0
108	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	136358051	87	0.05263	0.00507	1.000000000	0.43750	0.03464	5.52516	0.35902	0.00507	0.83418	0.00000	0
108	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	136358063	99	0.27312	1.00000	0.000000362	231.00000	12.84630	4153.80308	2.36361	1.00000	0.83418	0.00000	0
163	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045957.1	5996546	85	0.31452	1.00000	0.000001104	189.00000	10.46370	3413.80265	2.27646	1.00000	0.75597	0.00000	0
163	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045957.1	5996564	67	0.17540	0.02387	1.000000000	1.16667	0.11154	12.20291	0.06695	0.02387	0.75597	0.00000	0
163	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045957.1	5996609	22	0.31452	1.00000	0.000001104	189.00000	10.46370	3413.80265	2.27646	1.00000	0.75597	0.00000	0
163	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045957.1	5996611	20	0.31452	1.00000	0.000001104	189.00000	10.46370	3413.80265	2.27646	1.00000	0.75597	0.00000	0
343	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045958.1	93202282	14	0.18462	0.01961	1.000000000	1.12903	0.11338	11.24317	0.05271	0.01961	0.09162	0.00000	0
343	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045958.1	93202291	23	0.05000	0.00452	1.000000000	0.41176	0.03265	5.19291	0.38535	0.00452	0.09162	0.00000	0
343	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045958.1	93202320	52	0.32821	0.04412	0.317970602	2.33333	0.25165	21.63467	0.36798	0.04412	0.09162	0.00000	0
343	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045958.1	93202367	99	0.09744	0.29825	0.019230769	0.04762	0.00411	0.55157	1.32222	0.29825	0.09162	0.00000	0
522	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045960.1	37538087	74	0.16578	0.02074	1.000000000	1.07692	0.10323	11.23470	0.03218	0.02074	0.08089	0.00000	0
522	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045960.1	37538151	10	0.42781	0.08929	0.147827652	4.05263	0.43882	37.42684	0.60774	0.08929	0.08089	0.00000	0
522	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045960.1	37538152	9	0.48663	0.13265	0.061719647	6.12500	0.66877	56.09685	0.78711	0.13265	0.08089	0.00000	0
740	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045963.1	6038923	6	0.50769	0.30556	0.000568990	18.81818	2.11156	167.70740	1.27458	0.30556	0.65278	0.00000	0
740	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045963.1	6038975	58	0.32821	1.00000	0.000000013	297.00000	16.87026	5228.66961	2.47276	1.00000	0.65278	0.00000	0
780	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045963.1	48067153	7	0.35556	0.70000	0.000014375	67.66667	6.08343	752.66396	1.83037	0.70000	0.40588	0.00000	0
780	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045963.1	48067166	20	0.10794	0.01176	1.000000000	0.72414	0.06510	8.05467	0.14018	0.01176	0.40588	0.00000	0
780	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045963.1	48067216	70	0.10794	0.01176	1.000000000	0.72414	0.06510	8.05467	0.14018	0.01176	0.40588	0.00000	0
780	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045963.1	48067218	72	0.28571	1.00000	0.000000513	217.00000	12.05207	3907.13100	2.33646	1.00000	0.40588	0.00000	0
780	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045963.1	48067247	101	0.35556	0.70000	0.000014375	67.66667	6.08343	752.66396	1.83037	0.70000	0.40588	0.00000	0
780	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045963.1	48067250	104	0.10794	0.01176	1.000000000	0.72414	0.06510	8.05467	0.14018	0.01176	0.40588	0.00000	0
878	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045964.1	73226360	34	0.51515	0.21429	0.009202144	10.50000	1.14154	96.58023	1.02119	0.21429	0.84286	0.00000	0
878	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045964.1	73226400	74	0.29947	1.00000	0.000000744	203.00000	11.25786	3660.46383	2.30750	1.00000	0.84286	0.00000	0
878	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045964.1	73226401	75	0.29947	1.00000	0.000000744	203.00000	11.25786	3660.46383	2.30750	1.00000	0.84286	0.00000	0
878	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045964.1	73226402	76	0.29947	1.00000	0.000000744	203.00000	11.25786	3660.46383	2.30750	1.00000	0.84286	0.00000	0
878	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045964.1	73226406	80	0.29947	1.00000	0.000000744	203.00000	11.25786	3660.46383	2.30750	1.00000	0.84286	0.00000	0
1296	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045972.1	19589172	79	0.49798	0.33728	0.001893638	17.50000	1.84441	166.04202	1.24304	0.33728	0.33728	0.00000	0
1375	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045974.1	468911	112	0.31452	1.00000	0.000001104	189.00000	10.46370	3413.80265	2.27646	1.00000	0.88278	0.00000	0
1375	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045974.1	468942	81	0.31452	1.00000	0.000001104	189.00000	10.46370	3413.80265	2.27646	1.00000	0.88278	0.00000	0
1375	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045974.1	468951	72	0.31452	1.00000	0.000001104	189.00000	10.46370	3413.80265	2.27646	1.00000	0.88278	0.00000	0
1375	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045974.1	468957	66	0.31452	1.00000	0.000001104	189.00000	10.46370	3413.80265	2.27646	1.00000	0.88278	0.00000	0
1375	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045974.1	468967	56	0.31452	1.00000	0.000001104	189.00000	10.46370	3413.80265	2.27646	1.00000	0.88278	0.00000	0
1375	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045974.1	468968	55	0.50806	0.17949	0.023799592	8.07692	0.87454	74.59513	0.90725	0.17949	0.88278	0.00000	0
1375	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045974.1	469003	20	0.31452	1.00000	0.000001104	189.00000	10.46370	3413.80265	2.27646	1.00000	0.88278	0.00000	0
1490	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045976.1	21478467	12	0.17540	0.02387	1.000000000	1.16667	0.11154	12.20291	0.06695	0.02387	0.21943	0.00000	0
1490	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045976.1	21478510	55	0.22581	0.61905	0.000417130	45.00000	3.85935	524.69918	1.65321	0.61905	0.21943	0.00000	0
1490	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045976.1	21478562	107	0.12097	0.01538	1.000000000	0.84000	0.07519	9.38457	0.07572	0.01538	0.21943	0.00000	0
1566	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045978.1	18084176	45	0.26154	1.00000	0.000000261	245.00000	13.64056	4400.47923	2.38917	1.00000	0.50226	0.00000	0
1566	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045978.1	18084180	49	0.05000	0.00452	1.000000000	0.41176	0.03265	5.19291	0.38535	0.00452	0.50226	0.00000	0
1783	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045983.1	13658681	17	0.51209	0.29630	0.000894783	17.18182	1.92095	153.68148	1.23507	0.29630	0.29630	0.00000	0
1797	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045983.1	20205748	7	0.47059	0.11688	0.069120919	5.35294	0.58355	49.10315	0.72859	0.11688	0.42352	0.00000	0
1797	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045983.1	20205791	50	0.47059	0.11688	0.069120919	5.35294	0.58355	49.10315	0.72859	0.11688	0.42352	0.00000	0
1797	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045983.1	20205792	51	0.29947	1.00000	0.000000744	203.00000	11.25786	3660.46383	2.30750	1.00000	0.42352	0.00000	0
1797	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045983.1	20205848	107	0.47059	0.11688	0.069120919	5.35294	0.58355	49.10315	0.72859	0.11688	0.42352	0.00000	0
1797	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045983.1	20205849	108	0.51337	0.19048	0.019757544	9.15385	0.99790	83.96930	0.96160	0.19048	0.42352	0.00000	0
1797	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045983.1	20205853	112	0.29947	1.00000	0.000000744	203.00000	11.25786	3660.46383	2.30750	1.00000	0.42352	0.00000	0
1966	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045988.1	9155520	107	0.35282	0.06462	0.296440489	2.80000	0.29511	26.56672	0.44716	0.06462	0.35969	0.00000	0
1966	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045988.1	9155538	89	0.29947	1.00000	0.000000744	203.00000	11.25786	3660.46383	2.30750	1.00000	0.35969	0.00000	0
