# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
343	NorthSea_Blonderay	Skagerrak_Sailray	NC_045958.1	93202300	32	0.52747	0.56250	0.009657010	16.33333	1.34887	197.77842	1.21307	0.56250	0.45139	0.00000	0
343	NorthSea_Blonderay	Skagerrak_Sailray	NC_045958.1	93202303	35	0.52747	0.56250	0.009657010	16.33333	1.34887	197.77842	1.21307	0.56250	0.45139	0.00000	0
343	NorthSea_Blonderay	Skagerrak_Sailray	NC_045958.1	93202304	36	0.52747	0.56250	0.009657010	16.33333	1.34887	197.77842	1.21307	0.56250	0.45139	0.00000	0
343	NorthSea_Blonderay	Skagerrak_Sailray	NC_045958.1	93202305	37	0.52747	0.56250	0.009657010	16.33333	1.34887	197.77842	1.21307	0.56250	0.45139	0.00000	0
343	NorthSea_Blonderay	Skagerrak_Sailray	NC_045958.1	93202320	52	0.26374	0.12500	0.472527473	3.00000	0.24775	36.32665	0.47712	0.12500	0.45139	0.00000	0
343	NorthSea_Blonderay	Skagerrak_Sailray	NC_045958.1	93202352	84	0.52747	0.56250	0.009657010	16.33333	1.34887	197.77842	1.21307	0.56250	0.45139	0.00000	0
343	NorthSea_Blonderay	Skagerrak_Sailray	NC_045958.1	93202367	99	0.26374	0.22222	0.164835165	0.18519	0.01500	2.28651	0.73239	0.22222	0.45139	0.00000	0
740	NorthSea_Blonderay	Skagerrak_Sailray	NC_045963.1	6038923	6	0.23333	0.14286	0.233333333	3.85714	0.32646	45.57205	0.58627	0.14286	0.41714	0.00000	0
740	NorthSea_Blonderay	Skagerrak_Sailray	NC_045963.1	6038943	26	0.50000	0.60000	0.003496503	21.00000	1.77741	248.11450	1.32222	0.60000	0.41714	0.00000	0
740	NorthSea_Blonderay	Skagerrak_Sailray	NC_045963.1	6038975	58	0.23333	0.14286	0.233333333	3.85714	0.32646	45.57205	0.58627	0.14286	0.41714	0.00000	0
740	NorthSea_Blonderay	Skagerrak_Sailray	NC_045963.1	6038982	65	0.50000	0.60000	0.003496503	21.00000	1.77741	248.11450	1.32222	0.60000	0.41714	0.00000	0
740	NorthSea_Blonderay	Skagerrak_Sailray	NC_045963.1	6039024	107	0.50000	0.60000	0.003496503	21.00000	1.77741	248.11450	1.32222	0.60000	0.41714	0.00000	0
780	NorthSea_Blonderay	Skagerrak_Sailray	NC_045963.1	48067167	21	0.54545	1.00000	0.001082251	49.00000	2.53091	948.67072	1.69020	1.00000	1.00000	0.00000	0
780	NorthSea_Blonderay	Skagerrak_Sailray	NC_045963.1	48067179	33	0.54545	1.00000	0.001082251	49.00000	2.53091	948.67072	1.69020	1.00000	1.00000	0.00000	0
780	NorthSea_Blonderay	Skagerrak_Sailray	NC_045963.1	48067250	104	0.54545	1.00000	0.001082251	49.00000	2.53091	948.67072	1.69020	1.00000	1.00000	0.00000	0
1783	NorthSea_Blonderay	Skagerrak_Sailray	NC_045983.1	13658672	8	0.43956	0.53333	0.014985015	15.00000	1.21486	185.20693	1.17609	0.53333	0.45556	0.00000	0
1783	NorthSea_Blonderay	Skagerrak_Sailray	NC_045983.1	13658681	17	0.26374	0.22222	0.164835165	5.40000	0.43735	66.67449	0.73239	0.22222	0.45556	0.00000	0
1783	NorthSea_Blonderay	Skagerrak_Sailray	NC_045983.1	13658710	46	0.43956	0.53333	0.014985015	15.00000	1.21486	185.20693	1.17609	0.53333	0.45556	0.00000	0
1783	NorthSea_Blonderay	Skagerrak_Sailray	NC_045983.1	13658720	56	0.43956	0.53333	0.014985015	15.00000	1.21486	185.20693	1.17609	0.53333	0.45556	0.00000	0
2106	NorthSea_Blonderay	Skagerrak_Sailray	NC_045994.1	1039986	91	0.54545	1.00000	0.001082251	49.00000	2.53091	948.67072	1.69020	1.00000	1.00000	0.00000	0
2106	NorthSea_Blonderay	Skagerrak_Sailray	NC_045994.1	1039996	81	0.54545	1.00000	0.001082251	49.00000	2.53091	948.67072	1.69020	1.00000	1.00000	0.00000	0
2106	NorthSea_Blonderay	Skagerrak_Sailray	NC_045994.1	1040027	50	0.54545	1.00000	0.001082251	49.00000	2.53091	948.67072	1.69020	1.00000	1.00000	0.00000	0
2106	NorthSea_Blonderay	Skagerrak_Sailray	NC_045994.1	1040045	32	0.54545	1.00000	0.001082251	49.00000	2.53091	948.67072	1.69020	1.00000	1.00000	0.00000	0
2106	NorthSea_Blonderay	Skagerrak_Sailray	NC_045994.1	1040064	13	0.54545	1.00000	0.001082251	49.00000	2.53091	948.67072	1.69020	1.00000	1.00000	0.00000	0
