# Population NorthSea_unknownspc	P2397507
# Population Skagerrak_Sailray	P08955,P08956,P08957,P08958
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	NorthSea_unknownspc	Skagerrak_Sailray	NC_045956.1	17483015	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
30	NorthSea_unknownspc	Skagerrak_Sailray	NC_045956.1	49130841	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
100	NorthSea_unknownspc	Skagerrak_Sailray	NC_045956.1	127726675	0.92661	0.92661	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
343	NorthSea_unknownspc	Skagerrak_Sailray	NC_045958.1	93202152	0.49117	0.49117	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
522	NorthSea_unknownspc	Skagerrak_Sailray	NC_045960.1	37538046	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
567	NorthSea_unknownspc	Skagerrak_Sailray	NC_045960.1	76554703	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
780	NorthSea_unknownspc	Skagerrak_Sailray	NC_045963.1	48067031	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
871	NorthSea_unknownspc	Skagerrak_Sailray	NC_045964.1	65463612	0.32827	0.32827	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
991	NorthSea_unknownspc	Skagerrak_Sailray	NC_045966.1	60679700	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1047	NorthSea_unknownspc	Skagerrak_Sailray	NC_045967.1	52130172	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1139	NorthSea_unknownspc	Skagerrak_Sailray	NC_045969.1	29547571	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1361	NorthSea_unknownspc	Skagerrak_Sailray	NC_045973.1	35799385	0.35135	0.35135	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1375	NorthSea_unknownspc	Skagerrak_Sailray	NC_045974.1	468908	0.80488	0.80488	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1472	NorthSea_unknownspc	Skagerrak_Sailray	NC_045975.1	35569990	0.94118	0.94118	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1484	NorthSea_unknownspc	Skagerrak_Sailray	NC_045976.1	13075923	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1710	NorthSea_unknownspc	Skagerrak_Sailray	NC_045981.1	21724163	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1783	NorthSea_unknownspc	Skagerrak_Sailray	NC_045983.1	13658548	0.51020	0.51020	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1797	NorthSea_unknownspc	Skagerrak_Sailray	NC_045983.1	20205624	0.87500	0.87500	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
2076	NorthSea_unknownspc	Skagerrak_Sailray	NC_045993.1	1282256	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
2140	NorthSea_unknownspc	Skagerrak_Sailray	NC_045996.1	14772406	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
