# Population Skagerrak_Thornbackskate	P08780,SR10,SR11,SR12,SR14,SR15,SR16,SR17,SR18,SR19,SR20,SR22,SR23,SR3,SR4,SR5,SR8,SR9
# Population NorthSea_unknownspc	P2397507
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	17483015	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
30	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	49130841	0.76965	0.76965	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
61	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	78277035	0.79948	0.79948	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
100	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	127726675	0.32885	0.32885	0.00000	0.16842	0.16842	0.00000	-0.30862	-0.30862	0.00000
108	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045956.1	136357848	0.90301	0.90301	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
181	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045957.1	27801950	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
189	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045957.1	32309042	0.78125	0.78125	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
208	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045957.1	65989341	0.89318	0.89318	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
324	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045958.1	73475604	0.19786	0.19786	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
325	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045958.1	74220214	0.85556	0.85556	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
334	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045958.1	86125792	0.71164	0.71164	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
343	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045958.1	93202152	-0.00809	-0.00809	0.00000	0.05049	0.05049	0.00000	0.24518	0.24518	0.00000
379	Skagerrak_Thornbackskate	NorthSea_unknownspc	NC_045959.1	11702144	0.21647	0.21647	0.00000	0.44584	0.44584	0.00000	0.61773	0.61773	0.00000
