# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
8	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045956.1	17483054	76	0.53333	1.00000	0.066666667	15.00000	0.66261	339.56796	1.17609	1.00000	1.00000	0.00000	0
100	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045956.1	127726799	8	0.53571	0.20000	0.464285714	0.33333	0.02346	4.73622	0.47712	0.20000	0.20000	0.00000	0
343	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045958.1	93202300	32	0.53571	0.20000	0.464285714	0.33333	0.02346	4.73622	0.47712	0.20000	0.60000	0.00000	0
343	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045958.1	93202320	52	0.42857	1.00000	0.035714286	21.00000	0.96106	458.86771	1.32222	1.00000	0.60000	0.00000	0
569	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045960.1	79838762	20	0.42857	1.00000	0.035714286	21.00000	0.96106	458.86771	1.32222	1.00000	1.00000	0.00000	0
721	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045962.1	59159127	26	0.53333	0.25000	0.466666667	0.33333	0.02085	5.32944	0.47712	0.25000	0.28750	0.00000	0
721	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045962.1	59159138	37	0.53333	0.25000	0.466666667	0.33333	0.02085	5.32944	0.47712	0.25000	0.28750	0.00000	0
721	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045962.1	59159207	106	0.53333	0.25000	0.466666667	3.00000	0.18764	47.96497	0.47712	0.25000	0.28750	0.00000	0
721	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045962.1	59159210	109	0.33333	0.40000	0.333333333	5.00000	0.27316	91.52276	0.69897	0.40000	0.28750	0.00000	0
740	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045963.1	6038975	58	0.53333	1.00000	0.066666667	15.00000	0.66261	339.56796	1.17609	1.00000	1.00000	0.00000	0
780	NorthSea_Spottedray	Kattegat_Thornbackskate	NC_045963.1	48067152	6	0.53333	1.00000	0.066666667	15.00000	0.66261	339.56796	1.17609	1.00000	0.62500	0.00000	0
