# Population NorthSea_Thornbackskate	P08867,P08869,P08870,P08899,P08901,P08902,P08903,P08905,P08907,P08909,P08912,P08913,P08915,P08916,P08918,P08919,P08920,P08921,P08922,P08923,P08924,P08925,P08927,P08928,P08930,P08931,P08932,P08933,P08935,P08936,P08960,P08963,P08964,P08965,P08967,P08968,P08969,P08971,P08972,P08973,P08974,P08975,P08980,P08981
# Population NorthSea_unknownspc	P2397507
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045956.1	17483015	0.87589	0.87589	0.00000	0.96529	0.96529	0.00000	0.96942	0.96942	0.00000
100	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045956.1	127726675	0.28929	0.28929	0.00000	0.14667	0.14667	0.00000	-0.41633	-0.41633	0.00000
108	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045956.1	136357848	0.87241	0.87241	0.00000	0.94179	0.94179	0.00000	0.95324	0.95324	0.00000
343	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045958.1	93202152	-0.08650	-0.08650	0.00000	0.02816	0.02816	0.00000	0.31093	0.31093	0.00000
522	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045960.1	37538046	0.07244	0.07244	0.00000	0.47562	0.47562	0.00000	0.75934	0.75934	0.00000
780	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045963.1	48067031	0.77426	0.77426	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1047	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045967.1	52130172	0.59441	0.59441	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1139	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045969.1	29547571	0.73480	0.73480	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1296	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045972.1	19589136	0.09900	0.09900	0.00000	0.28747	0.28747	0.00000	0.63301	0.63301	0.00000
1361	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045973.1	35799385	0.78965	0.78965	0.00000	0.95193	0.95193	0.00000	0.96117	0.96117	0.00000
1375	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045974.1	468908	0.79710	0.79710	0.00000	0.93438	0.93438	0.00000	0.95352	0.95352	0.00000
1472	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045975.1	35569990	0.37697	0.37697	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1484	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045976.1	13075923	0.49779	0.49779	0.00000	0.67409	0.67409	0.00000	0.95212	0.95212	0.00000
1537	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045977.1	31674640	-0.26621	-0.26621	0.00000	-0.11646	-0.11646	0.00000	0.31937	0.31937	0.00000
1570	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045978.1	22251683	0.89225	0.89225	0.00000	0.94693	0.94693	0.00000	0.95678	0.95678	0.00000
1783	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045983.1	13658548	0.73647	0.73647	0.00000	0.95827	0.95827	0.00000	0.96704	0.96704	0.00000
1844	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045984.1	25032221	0.67630	0.67630	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1978	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045988.1	21982407	0.78992	0.78992	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
2071	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045992.1	17603329	0.54686	0.54686	0.00000	0.93632	0.93632	0.00000	0.95526	0.95526	0.00000
2140	NorthSea_Thornbackskate	NorthSea_unknownspc	NC_045996.1	14772406	0.92845	0.92845	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
