# Population NorthSea_unknownspc	P2397507
# Population Kattegat_Thornbackskate	P08713
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045956.1	17483015	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
30	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045956.1	49130841	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
61	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045956.1	78277035	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
100	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045956.1	127726675	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
108	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045956.1	136357848	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
208	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045957.1	65989341	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
325	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045958.1	74220214	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
343	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045958.1	93202152	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
522	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045960.1	37538046	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
602	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045961.1	17408421	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
721	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045962.1	59158986	0.80000	0.80000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
729	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045962.1	75967146	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
780	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045963.1	48067031	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
867	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045964.1	59593910	0.60000	0.60000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
871	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045964.1	65463612	0.80000	0.80000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1047	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045967.1	52130172	0.66667	0.66667	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1139	NorthSea_unknownspc	Kattegat_Thornbackskate	NC_045969.1	29547571	0.80000	0.80000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
