# Population NorthSea_Blonderay	P08949,P08950,P08951,P08952
# Population NorthSea_unknownspc	P2397507
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	NorthSea_Blonderay	NorthSea_unknownspc	NC_045956.1	17483015	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
100	NorthSea_Blonderay	NorthSea_unknownspc	NC_045956.1	127726675	0.53846	0.53846	0.00000	0.28000	0.28000	0.00000	-0.31250	-0.31250	0.00000
108	NorthSea_Blonderay	NorthSea_unknownspc	NC_045956.1	136357848	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
343	NorthSea_Blonderay	NorthSea_unknownspc	NC_045958.1	93202152	-0.09091	-0.09091	0.00000	-0.05882	-0.05882	0.00000	0.22222	0.22222	0.00000
721	NorthSea_Blonderay	NorthSea_unknownspc	NC_045962.1	59158986	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
729	NorthSea_Blonderay	NorthSea_unknownspc	NC_045962.1	75967146	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
780	NorthSea_Blonderay	NorthSea_unknownspc	NC_045963.1	48067031	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
956	NorthSea_Blonderay	NorthSea_unknownspc	NC_045966.1	18630599	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1321	NorthSea_Blonderay	NorthSea_unknownspc	NC_045972.1	44774581	0.86957	0.86957	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1375	NorthSea_Blonderay	NorthSea_unknownspc	NC_045974.1	468908	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1397	NorthSea_Blonderay	NorthSea_unknownspc	NC_045974.1	17801884	0.54286	0.54286	0.00000	0.64045	0.64045	0.00000	0.68182	0.68182	0.00000
1472	NorthSea_Blonderay	NorthSea_unknownspc	NC_045975.1	35569990	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1711	NorthSea_Blonderay	NorthSea_unknownspc	NC_045981.1	21806170	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1783	NorthSea_Blonderay	NorthSea_unknownspc	NC_045983.1	13658548	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1827	NorthSea_Blonderay	NorthSea_unknownspc	NC_045984.1	13582493	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1844	NorthSea_Blonderay	NorthSea_unknownspc	NC_045984.1	25032221	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1978	NorthSea_Blonderay	NorthSea_unknownspc	NC_045988.1	21982407	0.50000	0.50000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
2071	NorthSea_Blonderay	NorthSea_unknownspc	NC_045992.1	17603329	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
