# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
8	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045956.1	17483045	85	0.02857	0.00187	1.000000000	3.44444	0.28267	41.97204	0.53712	0.00187	0.56465	0.00000	0
8	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045956.1	17483054	76	0.26874	0.69208	0.000000017	135.00000	13.52650	1347.35521	2.13033	0.69208	0.56465	0.00000	0
8	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045956.1	17483074	56	0.20538	1.00000	0.000000000	567.00000	32.52013	9885.84583	2.75358	1.00000	0.56465	0.00000	0
343	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045958.1	93202278	10	0.02381	0.00093	1.000000000	5.57143	0.44738	69.38322	0.74597	0.00093	0.03695	0.00000	0
343	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045958.1	93202282	14	0.04705	0.00188	1.000000000	3.66667	0.33536	40.08922	0.56427	0.00188	0.03695	0.00000	0
343	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045958.1	93202300	32	0.02381	0.00093	1.000000000	5.57143	0.44738	69.38322	0.74597	0.00093	0.03695	0.00000	0
343	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045958.1	93202307	39	0.02381	0.00093	1.000000000	5.57143	0.44738	69.38322	0.74597	0.00093	0.03695	0.00000	0
343	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045958.1	93202310	42	0.02381	0.00093	1.000000000	5.57143	0.44738	69.38322	0.74597	0.00093	0.03695	0.00000	0
343	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045958.1	93202320	52	0.45285	0.04131	0.091621170	0.24490	0.02863	2.09515	0.61101	0.04131	0.03695	0.00000	0
343	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045958.1	93202333	65	0.02381	0.00093	1.000000000	5.57143	0.44738	69.38322	0.74597	0.00093	0.03695	0.00000	0
343	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045958.1	93202334	66	0.02381	0.00093	1.000000000	5.57143	0.44738	69.38322	0.74597	0.00093	0.03695	0.00000	0
343	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045958.1	93202343	75	0.09180	0.00385	1.000000000	2.14286	0.21863	21.00309	0.33099	0.00385	0.03695	0.00000	0
343	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045958.1	93202367	99	0.04705	0.31707	0.004302926	47.40000	4.14374	542.20559	1.67578	0.31707	0.03695	0.00000	0
1783	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045983.1	13658672	8	0.09620	0.00585	1.000000000	1.53333	0.16054	14.64483	0.18564	0.00585	0.07137	0.00000	0
1783	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045983.1	13658681	17	0.41487	0.27536	0.000016915	32.62500	3.84282	276.98190	1.51355	0.27536	0.07137	0.00000	0
1783	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045983.1	13658732	68	0.02500	0.00141	1.000000000	4.00000	0.32883	48.65789	0.60206	0.00141	0.07137	0.00000	0
1783	NorthSea_Thornbackskate	NorthSea_Blonderay	NC_045983.1	13658741	77	0.04937	0.00285	1.000000000	2.62963	0.24654	28.04826	0.41989	0.00285	0.07137	0.00000	0
