# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
8	North_Sea	Kattegat	NC_045956.1	17483045	85	0.02564	0.00034	1.000000000	12.66667	0.88304	181.69560	1.10266	0.00034	0.00356	0.00000	0
8	North_Sea	Kattegat	NC_045956.1	17483054	76	0.34532	0.00733	1.000000000	1.11111	0.10879	11.34822	0.04576	0.00733	0.00356	0.00000	0
8	North_Sea	Kattegat	NC_045956.1	17483074	56	0.18648	0.00301	1.000000000	2.55556	0.23951	27.26720	0.40749	0.00301	0.00356	0.00000	0
100	North_Sea	Kattegat	NC_045956.1	127726799	8	0.10642	0.00168	1.000000000	4.46667	0.38978	51.18526	0.64998	0.00168	0.00125	0.00000	0
100	North_Sea	Kattegat	NC_045956.1	127726870	79	0.05477	0.00082	1.000000000	7.66667	0.60384	97.33988	0.88461	0.00082	0.00125	0.00000	0
343	North_Sea	Kattegat	NC_045958.1	93202278	10	0.02128	0.00023	1.000000000	15.33333	1.07071	219.58451	1.18564	0.00023	0.00500	0.00000	0
343	North_Sea	Kattegat	NC_045958.1	93202282	14	0.04210	0.00047	1.000000000	10.11111	0.79848	128.03609	1.00480	0.00047	0.00500	0.00000	0
343	North_Sea	Kattegat	NC_045958.1	93202300	32	0.08236	0.00097	1.000000000	5.93333	0.51928	67.79496	0.77330	0.00097	0.00500	0.00000	0
343	North_Sea	Kattegat	NC_045958.1	93202307	39	0.02128	0.00023	1.000000000	15.33333	1.07071	219.58451	1.18564	0.00023	0.00500	0.00000	0
343	North_Sea	Kattegat	NC_045958.1	93202310	42	0.02128	0.00023	1.000000000	15.33333	1.07071	219.58451	1.18564	0.00023	0.00500	0.00000	0
343	North_Sea	Kattegat	NC_045958.1	93202320	52	0.44170	0.04781	0.101373283	6.64286	0.66150	66.70870	0.82235	0.04781	0.00500	0.00000	0
343	North_Sea	Kattegat	NC_045958.1	93202333	65	0.02128	0.00023	1.000000000	15.33333	1.07071	219.58451	1.18564	0.00023	0.00500	0.00000	0
343	North_Sea	Kattegat	NC_045958.1	93202334	66	0.02128	0.00023	1.000000000	15.33333	1.07071	219.58451	1.18564	0.00023	0.00500	0.00000	0
343	North_Sea	Kattegat	NC_045958.1	93202343	75	0.08236	0.00097	1.000000000	5.93333	0.51928	67.79496	0.77330	0.00097	0.00500	0.00000	0
343	North_Sea	Kattegat	NC_045958.1	93202367	99	0.04210	0.00047	1.000000000	10.11111	0.79848	128.03609	1.00480	0.00047	0.00500	0.00000	0
1047	North_Sea	Kattegat	NC_045967.1	52130182	106	0.14386	0.00219	1.000000000	3.38095	0.30896	36.99797	0.52904	0.00219	0.00341	0.00000	0
1047	North_Sea	Kattegat	NC_045967.1	52130191	97	0.31469	0.01604	0.349650350	4.42857	0.26085	75.18562	0.64626	0.01604	0.00341	0.00000	0
1047	North_Sea	Kattegat	NC_045967.1	52130206	82	0.02564	0.00034	1.000000000	12.66667	0.88304	181.69560	1.10266	0.00034	0.00341	0.00000	0
1047	North_Sea	Kattegat	NC_045967.1	52130209	79	0.12456	0.00190	1.000000000	3.88889	0.34862	43.38125	0.58983	0.00190	0.00341	0.00000	0
1047	North_Sea	Kattegat	NC_045967.1	52130224	64	0.05062	0.00069	1.000000000	8.33333	0.65692	105.71152	0.92082	0.00069	0.00341	0.00000	0
1047	North_Sea	Kattegat	NC_045967.1	52130233	55	0.21158	0.00363	1.000000000	2.20000	0.20795	23.27492	0.34242	0.00363	0.00341	0.00000	0
1047	North_Sea	Kattegat	NC_045967.1	52130248	40	0.09857	0.00142	1.000000000	4.86667	0.42510	55.71515	0.68723	0.00142	0.00341	0.00000	0
1047	North_Sea	Kattegat	NC_045967.1	52130272	16	0.07493	0.00105	1.000000000	6.16667	0.51808	73.40118	0.79005	0.00105	0.00341	0.00000	0
1783	North_Sea	Kattegat	NC_045983.1	13658672	8	0.08589	0.00106	1.000000000	5.66667	0.49573	64.77500	0.75333	0.00106	0.00402	0.00000	0
1783	North_Sea	Kattegat	NC_045983.1	13658681	17	0.45668	0.01194	0.543320849	0.60417	0.06033	6.05022	0.21884	0.01194	0.00402	0.00000	0
1783	North_Sea	Kattegat	NC_045983.1	13658732	68	0.02222	0.00026	1.000000000	14.66667	1.02379	210.11225	1.16633	0.00026	0.00402	0.00000	0
1783	North_Sea	Kattegat	NC_045983.1	13658741	77	0.19975	0.00284	1.000000000	2.39394	0.22843	25.08846	0.37911	0.00284	0.00402	0.00000	0
