# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
8	Skagerrak	Kattegat	NC_045956.1	17483033	97	0.17654	0.00526	1.000000000	2.46667	0.21321	28.53666	0.39211	0.00526	0.00526	0.00000	0
8	Skagerrak	Kattegat	NC_045956.1	17483054	76	0.17654	0.00526	1.000000000	2.46667	0.21321	28.53666	0.39211	0.00526	0.00526	0.00000	0
8	Skagerrak	Kattegat	NC_045956.1	17483107	23	0.17654	0.00526	1.000000000	2.46667	0.21321	28.53666	0.39211	0.00526	0.00526	0.00000	0
8	Skagerrak	Kattegat	NC_045956.1	17483115	15	0.17654	0.00526	1.000000000	2.46667	0.21321	28.53666	0.39211	0.00526	0.00526	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49130977	21	0.05556	0.00168	1.000000000	5.66667	0.39045	82.24121	0.75333	0.00168	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49130990	34	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131000	44	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131003	47	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131004	48	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131009	53	0.34139	0.01481	1.000000000	1.07407	0.09905	11.64687	0.03103	0.01481	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131010	54	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131015	59	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131016	60	0.34139	0.01481	1.000000000	1.07407	0.09905	11.64687	0.03103	0.01481	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131030	74	0.10242	0.00309	1.000000000	3.88889	0.30306	49.90240	0.58983	0.00309	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131038	82	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131039	83	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131044	88	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131047	91	0.34139	0.01481	1.000000000	1.07407	0.09905	11.64687	0.03103	0.01481	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131050	94	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131054	98	0.27312	0.01042	1.000000000	1.47619	0.13295	16.39072	0.16914	0.01042	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131057	101	0.14936	0.00476	1.000000000	2.83333	0.23513	34.14221	0.45230	0.00476	0.01065	0.00000	0
30	Skagerrak	Kattegat	NC_045956.1	49131064	108	0.42248	0.02263	0.577524893	0.72222	0.06790	7.68215	0.14133	0.02263	0.01065	0.00000	0
79	Skagerrak	Kattegat	NC_045956.1	95256538	78	0.21390	0.00833	1.000000000	1.93333	0.16614	22.49763	0.28631	0.00833	0.00833	0.00000	0
79	Skagerrak	Kattegat	NC_045956.1	95256544	72	0.21390	0.00833	1.000000000	1.93333	0.16614	22.49763	0.28631	0.00833	0.00833	0.00000	0
79	Skagerrak	Kattegat	NC_045956.1	95256558	58	0.21390	0.00833	1.000000000	1.93333	0.16614	22.49763	0.28631	0.00833	0.00833	0.00000	0
79	Skagerrak	Kattegat	NC_045956.1	95256561	55	0.21390	0.00833	1.000000000	1.93333	0.16614	22.49763	0.28631	0.00833	0.00833	0.00000	0
79	Skagerrak	Kattegat	NC_045956.1	95256562	54	0.21390	0.00833	1.000000000	1.93333	0.16614	22.49763	0.28631	0.00833	0.00833	0.00000	0
79	Skagerrak	Kattegat	NC_045956.1	95256574	42	0.21390	0.00833	1.000000000	1.93333	0.16614	22.49763	0.28631	0.00833	0.00833	0.00000	0
100	Skagerrak	Kattegat	NC_045956.1	127726808	17	0.19346	0.00654	1.000000000	2.20000	0.18968	25.51708	0.34242	0.00654	0.00881	0.00000	0
100	Skagerrak	Kattegat	NC_045956.1	127726817	26	0.19346	0.00654	1.000000000	2.20000	0.18968	25.51708	0.34242	0.00654	0.00881	0.00000	0
