# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
30	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49130977	21	0.40107	0.02250	1.000000000	1.25000	0.11564	13.51169	0.09691	0.02250	0.00993	0.00000	0
30	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49130996	40	0.11408	0.00391	1.000000000	0.29032	0.02256	3.73578	0.53712	0.00391	0.00993	0.00000	0
30	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49131009	53	0.11408	0.00391	1.000000000	0.29032	0.02256	3.73578	0.53712	0.00391	0.00993	0.00000	0
30	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49131047	91	0.11408	0.00391	1.000000000	0.29032	0.02256	3.73578	0.53712	0.00391	0.00993	0.00000	0
30	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49131057	101	0.11408	0.00391	1.000000000	0.29032	0.02256	3.73578	0.53712	0.00391	0.00993	0.00000	0
30	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49131064	108	0.38710	0.02222	1.000000000	1.17391	0.10748	12.82196	0.06964	0.02222	0.00993	0.00000	0
108	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	136358051	87	0.05882	0.00189	1.000000000	0.18750	0.01290	2.72481	0.72700	0.00189	0.00189	0.00000	0
163	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045957.1	5996564	67	0.19841	0.00923	1.000000000	0.50000	0.04110	6.08224	0.30103	0.00923	0.00923	0.00000	0
228	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045957.1	93922226	114	0.27077	0.01515	1.000000000	0.71429	0.06076	8.39765	0.14613	0.01515	0.01515	0.00000	0
329	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	77473738	104	0.12097	0.00444	1.000000000	0.31034	0.02408	4.00010	0.50816	0.00444	0.00444	0.00000	0
329	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	77473740	106	0.12097	0.00444	1.000000000	0.31034	0.02408	4.00010	0.50816	0.00444	0.00444	0.00000	0
343	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	93202282	14	0.20317	0.00735	1.000000000	0.48387	0.04165	5.62086	0.31527	0.00735	0.05399	0.00000	0
343	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	93202291	23	0.05556	0.00168	1.000000000	0.17647	0.01216	2.56114	0.75333	0.00168	0.05399	0.00000	0
343	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	93202320	52	0.41270	0.15294	0.071428571	9.00000	0.82827	97.79374	0.95424	0.15294	0.05399	0.00000	0
379	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045959.1	11702151	108	0.27077	0.45833	0.018461538	23.00000	1.77243	298.45985	1.36173	0.45833	0.23083	0.00000	0
379	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045959.1	11702207	52	0.07692	0.00333	1.000000000	0.25000	0.01708	3.66030	0.60206	0.00333	0.23083	0.00000	0
394	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045959.1	41359205	17	0.40460	0.01989	0.468965517	0.33333	0.01833	6.06320	0.47712	0.01989	0.01441	0.00000	0
394	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045959.1	41359238	50	0.45977	0.00893	1.000000000	2.11111	0.11814	37.72447	0.32451	0.00893	0.01441	0.00000	0
522	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045960.1	37538087	74	0.18621	0.00794	1.000000000	0.46154	0.03804	5.60055	0.33579	0.00794	0.01466	0.00000	0
522	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045960.1	37538151	10	0.45977	0.03571	0.540229885	1.73684	0.16044	18.80254	0.23976	0.03571	0.01466	0.00000	0
522	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045960.1	37538152	9	0.51494	0.00032	1.000000000	1.15385	0.06545	20.34301	0.06215	0.00032	0.01466	0.00000	0
528	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045960.1	42832340	51	0.33103	0.01786	1.000000000	0.91304	0.08150	10.22888	0.03951	0.01786	0.10885	0.00000	0
528	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045960.1	42832359	70	0.33103	0.01786	1.000000000	0.91304	0.08150	10.22888	0.03951	0.01786	0.10885	0.00000	0
528	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045960.1	42832363	74	0.33103	0.01786	1.000000000	0.91304	0.08150	10.22888	0.03951	0.01786	0.10885	0.00000	0
528	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045960.1	42832373	84	0.18621	0.00794	1.000000000	0.46154	0.03804	5.60055	0.33579	0.00794	0.10885	0.00000	0
528	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045960.1	42832375	86	0.06667	0.48276	0.066666667	29.00000	1.77118	474.82562	1.46240	0.48276	0.10885	0.00000	0
602	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045961.1	17408573	25	0.33690	0.01620	1.000000000	0.92308	0.08391	10.15424	0.03476	0.01620	0.01620	0.00000	0
621	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045961.1	40543846	11	0.40923	0.03070	1.000000000	1.33333	0.11956	14.86887	0.12494	0.03070	0.13167	0.00000	0
621	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045961.1	40543852	17	0.40923	0.03070	1.000000000	1.33333	0.11956	14.86887	0.12494	0.03070	0.13167	0.00000	0
621	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045961.1	40543942	107	0.14769	0.00694	1.000000000	0.39130	0.03015	5.07777	0.40749	0.00694	0.13167	0.00000	0
621	Kattegat_Thornbackskate	Aquarium_Thornbackskate	NC_045961.1	40543948	113	0.27077	0.45833	0.018461538	23.00000	1.77243	298.45985	1.36173	0.45833	0.13167	0.00000	0
