# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
30	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	49130977	21	0.06667	0.00246	1.000000000	4.66667	0.32010	68.03499	0.66901	0.00246	0.00567	0.00000	0
30	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	49131009	53	0.12097	0.00444	1.000000000	3.22222	0.24999	41.53192	0.50816	0.00444	0.00567	0.00000	0
30	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	49131016	60	0.12097	0.00444	1.000000000	3.22222	0.24999	41.53192	0.50816	0.00444	0.00567	0.00000	0
30	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	49131030	74	0.12097	0.00444	1.000000000	3.22222	0.24999	41.53192	0.50816	0.00444	0.00567	0.00000	0
30	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	49131047	91	0.12097	0.00444	1.000000000	3.22222	0.24999	41.53192	0.50816	0.00444	0.00567	0.00000	0
30	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	49131057	101	0.17540	0.00690	1.000000000	2.33333	0.19270	28.25406	0.36798	0.00690	0.00567	0.00000	0
30	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	49131064	108	0.27218	0.01235	1.000000000	1.44444	0.12703	16.42502	0.15970	0.01235	0.00567	0.00000	0
69	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	83707449	84	0.14769	0.00694	1.000000000	2.55556	0.19694	33.16221	0.40749	0.00694	0.00694	0.00000	0
100	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	127726880	89	0.40107	0.02250	1.000000000	0.80000	0.07401	8.64748	0.09691	0.02250	0.02250	0.00000	0
189	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045957.1	32309189	31	0.38710	0.02222	0.443548387	3.28571	0.18113	59.60213	0.51663	0.02222	0.02222	0.00000	0
325	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045958.1	74220352	23	0.42328	0.03077	1.000000000	0.70370	0.06396	7.74278	0.15261	0.03077	0.01681	0.00000	0
325	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045958.1	74220401	72	0.07143	0.00285	1.000000000	4.33333	0.29665	63.29984	0.63682	0.00285	0.01681	0.00000	0
329	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045958.1	77473738	104	0.12874	0.00510	1.000000000	3.00000	0.23231	38.74191	0.47712	0.00510	0.00510	0.00000	0
329	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045958.1	77473740	106	0.12874	0.00510	1.000000000	3.00000	0.23231	38.74191	0.47712	0.00510	0.00510	0.00000	0
343	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045958.1	93202320	52	0.50000	0.08235	0.166666667	4.71429	0.44498	49.94518	0.67342	0.08235	0.04291	0.00000	0
343	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045958.1	93202343	75	0.10794	0.00346	1.000000000	3.66667	0.28537	47.11218	0.56427	0.00346	0.04291	0.00000	0
394	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045959.1	41359205	17	0.35282	0.03086	0.395161290	4.00000	0.21733	73.62208	0.60206	0.03086	0.01596	0.00000	0
394	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045959.1	41359238	50	0.50806	0.00106	1.000000000	1.30769	0.07456	22.93458	0.11651	0.00106	0.01596	0.00000	0
484	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	8071385	103	0.30423	0.01672	1.000000000	1.22222	0.10689	13.97501	0.08715	0.01672	0.01210	0.00000	0
484	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	8071459	29	0.07143	0.00285	1.000000000	4.33333	0.29665	63.29984	0.63682	0.00285	0.01210	0.00000	0
484	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	8071477	11	0.30423	0.01672	1.000000000	1.22222	0.10689	13.97501	0.08715	0.01672	0.01210	0.00000	0
522	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	37538087	74	0.25397	0.01282	1.000000000	1.53333	0.13084	17.96883	0.18564	0.01282	0.01466	0.00000	0
522	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	37538151	10	0.42328	0.03077	1.000000000	0.70370	0.06396	7.74278	0.15261	0.03077	0.01466	0.00000	0
522	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	37538152	9	0.51587	0.00039	1.000000000	1.16667	0.06568	20.72324	0.06695	0.00039	0.01466	0.00000	0
528	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	42832373	84	0.05556	0.00168	1.000000000	5.66667	0.39045	82.24121	0.75333	0.00168	0.06769	0.00000	0
528	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	42832375	86	0.15714	0.13369	0.161904762	16.00000	0.70769	361.74141	1.20412	0.13369	0.06769	0.00000	0
546	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	57878055	38	0.25397	0.01282	1.000000000	1.53333	0.13084	17.96883	0.18564	0.01282	0.01389	0.00000	0
546	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	57878056	39	0.07143	0.00285	1.000000000	4.33333	0.29665	63.29984	0.63682	0.00285	0.01389	0.00000	0
546	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	57878074	57	0.32308	0.05079	0.353846154	5.00000	0.25588	97.70230	0.69897	0.05079	0.01389	0.00000	0
546	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	57878086	69	0.07143	0.00285	1.000000000	4.33333	0.29665	63.29984	0.63682	0.00285	0.01389	0.00000	0
546	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	57878114	97	0.07143	0.00285	1.000000000	4.33333	0.29665	63.29984	0.63682	0.00285	0.01389	0.00000	0
602	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045961.1	17408573	25	0.31452	0.01538	1.000000000	1.19048	0.10656	13.30013	0.07572	0.01538	0.00972	0.00000	0
602	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045961.1	17408625	77	0.22581	0.00952	1.000000000	1.80000	0.15437	20.98797	0.25527	0.00952	0.00972	0.00000	0
602	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045961.1	17408628	80	0.22581	0.00952	1.000000000	1.80000	0.15437	20.98797	0.25527	0.00952	0.00972	0.00000	0
602	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045961.1	17408659	111	0.12097	0.00444	1.000000000	3.22222	0.24999	41.53192	0.50816	0.00444	0.00972	0.00000	0
621	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045961.1	40543845	10	0.13757	0.00592	1.000000000	2.77778	0.21462	35.95199	0.44370	0.00592	0.08544	0.00000	0
621	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045961.1	40543846	11	0.42328	0.03077	1.000000000	0.70370	0.06396	7.74278	0.15261	0.03077	0.08544	0.00000	0
621	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045961.1	40543852	17	0.42328	0.03077	1.000000000	0.70370	0.06396	7.74278	0.15261	0.03077	0.08544	0.00000	0
621	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045961.1	40543942	107	0.13757	0.00592	1.000000000	2.77778	0.21462	35.95199	0.44370	0.00592	0.08544	0.00000	0
621	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045961.1	40543948	113	0.30423	0.35385	0.026455026	18.00000	1.47972	218.96049	1.25527	0.35385	0.08544	0.00000	0
