# Population NorthSea_Thornbackskate	P08867,P08869,P08870,P08899,P08901,P08902,P08903,P08905,P08907,P08909,P08912,P08913,P08915,P08916,P08918,P08919,P08920,P08921,P08922,P08923,P08924,P08925,P08927,P08928,P08930,P08931,P08932,P08933,P08935,P08936,P08960,P08963,P08964,P08965,P08967,P08968,P08969,P08971,P08972,P08973,P08974,P08975,P08980,P08981
# Population Aquarium_Thornbackskate	P2397621,P2397622,P2397623,P2397624,P2397625,P2397626,P2397627,P2397628,P2397629,P2397630,P2397631,P2397632,P2397633,P2397634,P2397635,P2397636,P2397637,P2397638
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	17483015	0.00388	0.00388	0.00000	0.00013	0.00013	0.00000	-0.00597	-0.00597	0.00000
79	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	95256501	0.02004	0.02004	0.00000	0.01542	0.01542	0.00000	0.07347	0.07347	0.00000
100	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	127726675	0.21234	0.21234	0.00000	0.09972	0.09972	0.00000	0.17636	0.17636	0.00000
108	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	136357848	0.02800	0.02800	0.00000	0.00183	0.00183	0.00000	0.06919	0.06919	0.00000
163	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045957.1	5996516	-0.00957	-0.00957	0.00000	-0.00171	-0.00171	0.00000	0.03384	0.03384	0.00000
343	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	93202152	0.01838	0.01838	0.00000	0.00571	0.00571	0.00000	0.02105	0.02105	0.00000
522	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045960.1	37538046	0.02631	0.02631	0.00000	0.02706	0.02706	0.00000	0.09587	0.09587	0.00000
676	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045962.1	14253304	0.17535	0.17535	0.00000	0.12134	0.12134	0.00000	0.20318	0.20318	0.00000
740	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045963.1	6038802	0.25866	0.25866	0.00000	0.26697	0.26697	0.00000	0.41319	0.41319	0.00000
780	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045963.1	48067031	0.00722	0.00722	0.00000	0.00185	0.00185	0.00000	0.15769	0.15769	0.00000
966	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045966.1	36709704	0.13317	0.13317	0.00000	0.11106	0.11106	0.00000	0.17241	0.17241	0.00000
976	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045966.1	42541836	0.02241	0.02241	0.00000	0.00908	0.00908	0.00000	0.18169	0.18169	0.00000
1047	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045967.1	52130172	0.04639	0.04639	0.00000	0.07923	0.07923	0.00000	0.09727	0.09727	0.00000
1053	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045967.1	57676791	0.09384	0.09384	0.00000	0.23616	0.23616	0.00000	0.30832	0.30832	0.00000
1139	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045969.1	29547571	0.15010	0.15010	0.00000	0.12241	0.12241	0.00000	0.14722	0.14722	0.00000
1197	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045970.1	29809705	0.19157	0.19157	0.00000	0.18739	0.18739	0.00000	0.14647	0.14647	0.00000
1296	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045972.1	19589136	0.05078	0.05078	0.00000	0.05715	0.05715	0.00000	0.06217	0.06217	0.00000
1361	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045973.1	35799385	0.00765	0.00765	0.00000	0.00684	0.00684	0.00000	0.10368	0.10368	0.00000
1368	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045973.1	41877268	0.02076	0.02076	0.00000	0.00052	0.00052	0.00000	0.01958	0.01958	0.00000
1375	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045974.1	468908	0.08513	0.08513	0.00000	0.08684	0.08684	0.00000	0.05432	0.05432	0.00000
1446	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045975.1	16626671	0.07903	0.07903	0.00000	0.04936	0.04936	0.00000	0.12018	0.12018	0.00000
1466	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045975.1	28942445	-0.40092	-0.40092	0.00000	-0.51479	-0.51479	0.00000	-0.01083	-0.01083	0.00000
1472	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045975.1	35569990	0.01830	0.01830	0.00000	0.45126	0.45126	0.00000	0.36698	0.36698	0.00000
1484	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045976.1	13075923	0.04470	0.04470	0.00000	0.20947	0.20947	0.00000	0.08680	0.08680	0.00000
1537	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045977.1	31674640	-0.01667	-0.01667	0.00000	-0.02057	-0.02057	0.00000	-0.02756	-0.02756	0.00000
1566	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045978.1	18084024	0.01496	0.01496	0.00000	-0.00036	-0.00036	0.00000	0.06480	0.06480	0.00000
