# Population NorthSea_Thornbackskate	P08867,P08869,P08870,P08899,P08901,P08902,P08903,P08905,P08907,P08909,P08912,P08913,P08915,P08916,P08918,P08919,P08920,P08921,P08922,P08923,P08924,P08925,P08927,P08928,P08930,P08931,P08932,P08933,P08935,P08936,P08960,P08963,P08964,P08965,P08967,P08968,P08969,P08971,P08972,P08973,P08974,P08975,P08980,P08981
# Population Kattegat_Thornbackskate	P08713
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	17483015	-0.31071	-0.31071	0.00000	-0.02390	-0.02390	0.00000	0.09799	0.09799	0.00000
79	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	95256501	-0.30292	-0.30292	0.00000	-0.07711	-0.07711	0.00000	0.20336	0.20336	0.00000
100	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	127726675	-0.07216	-0.07216	0.00000	-0.04793	-0.04793	0.00000	0.31700	0.31700	0.00000
108	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045956.1	136357848	-0.29730	-0.29730	0.00000	-0.04781	-0.04781	0.00000	0.15833	0.15833	0.00000
163	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045957.1	5996516	-0.30630	-0.30630	0.00000	-0.02675	-0.02675	0.00000	0.20769	0.20769	0.00000
239	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045957.1	120507243	0.46066	0.46066	0.00000	0.64079	0.64079	0.00000	0.78192	0.78192	0.00000
343	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045958.1	93202152	0.21114	0.21114	0.00000	0.37703	0.37703	0.00000	0.55829	0.55829	0.00000
522	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045960.1	37538046	-0.26035	-0.26035	0.00000	-0.68504	-0.68504	0.00000	-0.85375	-0.85375	0.00000
676	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045962.1	14253304	0.10515	0.10515	0.00000	0.06920	0.06920	0.00000	-0.09259	-0.09259	0.00000
740	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045963.1	6038802	-0.13333	-0.13333	0.00000	-0.05458	-0.05458	0.00000	0.47928	0.47928	0.00000
780	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045963.1	48067031	-0.20924	-0.20924	0.00000	-0.05716	-0.05716	0.00000	0.35165	0.35165	0.00000
966	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045966.1	36709704	0.29066	0.29066	0.00000	0.38462	0.38462	0.00000	0.58413	0.58413	0.00000
976	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045966.1	42541836	-0.30156	-0.30156	0.00000	-0.07216	-0.07216	0.00000	0.24804	0.24804	0.00000
1047	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045967.1	52130172	-0.13731	-0.13731	0.00000	-0.27492	-0.27492	0.00000	-1.15602	-1.15602	0.00000
1053	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045967.1	57676791	0.36253	0.36253	0.00000	0.41625	0.41625	0.00000	0.75268	0.75268	0.00000
1139	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045969.1	29547571	0.08820	0.08820	0.00000	-0.10931	-0.10931	0.00000	-1.01335	-1.01335	0.00000
1197	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045970.1	29809705	-0.31157	-0.31157	0.00000	-0.02207	-0.02207	0.00000	0.07281	0.07281	0.00000
1296	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045972.1	19589136	0.09900	0.09900	0.00000	0.28747	0.28747	0.00000	0.63301	0.63301	0.00000
1361	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045973.1	35799385	-0.31435	-0.31435	0.00000	-0.05745	-0.05745	0.00000	0.14575	0.14575	0.00000
1375	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045974.1	468908	0.17502	0.17502	0.00000	0.12176	0.12176	0.00000	-0.45036	-0.45036	0.00000
1446	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045975.1	16626671	0.29755	0.29755	0.00000	0.45927	0.45927	0.00000	0.68328	0.68328	0.00000
1466	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045975.1	28942445	-0.40092	-0.40092	0.00000	-0.51479	-0.51479	0.00000	0.66921	0.66921	0.00000
1472	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045975.1	35569990	0.13233	0.13233	0.00000	0.38050	0.38050	0.00000	0.78425	0.78425	0.00000
1537	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045977.1	31674640	-0.26621	-0.26621	0.00000	-0.11646	-0.11646	0.00000	0.31937	0.31937	0.00000
1566	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045978.1	18084024	-0.31045	-0.31045	0.00000	-0.02308	-0.02308	0.00000	0.10728	0.10728	0.00000
1570	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045978.1	22251683	-0.31367	-0.31367	0.00000	-0.03496	-0.03496	0.00000	0.15728	0.15728	0.00000
1734	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045981.1	36912157	-0.27647	-0.27647	0.00000	-0.03393	-0.03393	0.00000	0.04319	0.04319	0.00000
1783	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045983.1	13658548	-0.19763	-0.19763	0.00000	-0.08503	-0.08503	0.00000	0.14291	0.14291	0.00000
1844	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045984.1	25032221	-0.26347	-0.26347	0.00000	-0.09195	-0.09195	0.00000	0.21261	0.21261	0.00000
1978	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045988.1	21982407	-0.27431	-0.27431	0.00000	-0.11216	-0.11216	0.00000	0.18933	0.18933	0.00000
2071	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045992.1	17603329	-0.24907	-0.24907	0.00000	-0.08260	-0.08260	0.00000	0.23935	0.23935	0.00000
2113	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045994.1	8320647	-0.02318	-0.02318	0.00000	0.53495	0.53495	0.00000	0.47927	0.47927	0.00000
2140	NorthSea_Thornbackskate	Kattegat_Thornbackskate	NC_045996.1	14772406	-0.31711	-0.31711	0.00000	-0.03665	-0.03665	0.00000	0.23334	0.23334	0.00000
