# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
8	North_Sea	Skagerrak	NC_045956.1	17483033	97	0.06717	0.06786	0.012763530	10.40541	1.17322	92.28683	1.01726	0.06786	0.04507	0.00000	0
8	North_Sea	Skagerrak	NC_045956.1	17483045	85	0.01724	0.00458	1.000000000	0.92683	0.08157	10.53152	0.03300	0.00458	0.04507	0.00000	0
8	North_Sea	Skagerrak	NC_045956.1	17483054	76	0.29910	0.02331	0.130130081	0.38562	0.12023	1.23679	0.41384	0.02331	0.04507	0.00000	0
8	North_Sea	Skagerrak	NC_045956.1	17483074	56	0.12954	0.03899	0.049250884	0.18699	0.02286	1.52985	0.72818	0.03899	0.04507	0.00000	0
8	North_Sea	Skagerrak	NC_045956.1	17483107	23	0.06717	0.06786	0.012763530	10.40541	1.17322	92.28683	1.01726	0.06786	0.04507	0.00000	0
8	North_Sea	Skagerrak	NC_045956.1	17483115	15	0.06717	0.06786	0.012763530	10.40541	1.17322	92.28683	1.01726	0.06786	0.04507	0.00000	0
100	North_Sea	Skagerrak	NC_045956.1	127726799	8	0.07200	0.02088	0.295055415	0.34359	0.03872	3.04882	0.46396	0.02088	0.05170	0.00000	0
100	North_Sea	Skagerrak	NC_045956.1	127726808	17	0.07332	0.07625	0.011857624	10.75758	1.20827	95.77788	1.03171	0.07625	0.05170	0.00000	0
100	North_Sea	Skagerrak	NC_045956.1	127726817	26	0.07332	0.07625	0.011857624	10.75758	1.20827	95.77788	1.03171	0.07625	0.05170	0.00000	0
100	North_Sea	Skagerrak	NC_045956.1	127726870	79	0.03669	0.01024	0.539633091	0.58974	0.05930	5.86472	0.22934	0.01024	0.05170	0.00000	0
100	North_Sea	Skagerrak	NC_045956.1	127726886	95	0.07332	0.07625	0.011857624	10.75758	1.20827	95.77788	1.03171	0.07625	0.05170	0.00000	0
343	North_Sea	Skagerrak	NC_045958.1	93202278	10	0.01493	0.00343	1.000000000	1.06977	0.09440	12.12287	0.02929	0.00343	0.03400	0.00000	0
343	North_Sea	Skagerrak	NC_045958.1	93202282	14	0.02963	0.00692	0.566378633	0.70543	0.07129	6.98063	0.15155	0.00692	0.03400	0.00000	0
343	North_Sea	Skagerrak	NC_045958.1	93202300	32	0.13915	0.03078	0.070734462	3.66667	0.97630	13.77078	0.56427	0.03078	0.03400	0.00000	0
343	North_Sea	Skagerrak	NC_045958.1	93202303	35	0.08619	0.10268	0.000730816	17.59459	2.09156	148.00872	1.24538	0.10268	0.03400	0.00000	0
343	North_Sea	Skagerrak	NC_045958.1	93202304	36	0.08619	0.10268	0.000730816	17.59459	2.09156	148.00872	1.24538	0.10268	0.03400	0.00000	0
343	North_Sea	Skagerrak	NC_045958.1	93202305	37	0.08619	0.10268	0.000730816	17.59459	2.09156	148.00872	1.24538	0.10268	0.03400	0.00000	0
343	North_Sea	Skagerrak	NC_045958.1	93202307	39	0.01493	0.00343	1.000000000	1.06977	0.09440	12.12287	0.02929	0.00343	0.03400	0.00000	0
343	North_Sea	Skagerrak	NC_045958.1	93202310	42	0.01493	0.00343	1.000000000	1.06977	0.09440	12.12287	0.02929	0.00343	0.03400	0.00000	0
343	North_Sea	Skagerrak	NC_045958.1	93202320	52	0.44079	0.00253	0.688701740	1.25514	0.57712	2.72972	0.09869	0.00253	0.03400	0.00000	0
