# Population Skagerrak_Sailray	P08955,P08956,P08957,P08958
# Population Kattegat_Thornbackskate	P08713
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045956.1	17483015	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
30	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045956.1	49130841	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
79	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045956.1	95256501	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
100	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045956.1	127726675	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
239	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045957.1	120507243	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
329	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045958.1	77473519	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
343	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045958.1	93202152	0.54286	0.54286	0.00000	0.64045	0.64045	0.00000	0.68182	0.68182	0.00000
522	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045960.1	37538046	0.66667	0.66667	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
546	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045960.1	57877902	0.92308	0.92308	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
574	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045960.1	91780171	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
621	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045961.1	40543720	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
740	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045963.1	6038802	0.47939	0.47939	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
780	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045963.1	48067031	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
871	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045964.1	65463612	0.40000	0.40000	0.00000	0.47059	0.47059	0.00000	0.61111	0.61111	0.00000
991	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045966.1	60679700	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1002	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045967.1	3535989	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1047	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045967.1	52130172	0.92941	0.92941	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1053	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045967.1	57676791	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1085	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045968.1	27241754	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1139	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045969.1	29547571	0.96098	0.96098	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1143	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045969.1	31465155	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1361	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045973.1	35799385	0.40000	0.40000	0.00000	0.47059	0.47059	0.00000	0.61111	0.61111	0.00000
1375	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045974.1	468908	0.87435	0.87435	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1472	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045975.1	35569990	0.93333	0.93333	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1717	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045981.1	27382893	0.94737	0.94737	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1783	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045983.1	13658548	0.40000	0.40000	0.00000	0.47059	0.47059	0.00000	0.61111	0.61111	0.00000
1825	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045984.1	12559011	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
2066	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045992.1	11679358	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
2113	Skagerrak_Sailray	Kattegat_Thornbackskate	NC_045994.1	8320647	0.40000	0.40000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
