# Population NorthSea_Spottedray	P08871,P08878,P08953
# Population NorthSea_unknownspc	P2397507
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
100	NorthSea_Spottedray	NorthSea_unknownspc	NC_045956.1	127726675	-0.50000	-0.50000	0.00000	-0.80000	-0.80000	0.00000	-1.50000	-1.50000	0.00000
241	NorthSea_Spottedray	NorthSea_unknownspc	NC_045957.1	123349993	0.11111	0.11111	0.00000	0.11111	0.11111	0.00000	0.25000	0.25000	0.00000
343	NorthSea_Spottedray	NorthSea_unknownspc	NC_045958.1	93202152	0.14286	0.14286	0.00000	0.14286	0.14286	0.00000	0.28571	0.28571	0.00000
522	NorthSea_Spottedray	NorthSea_unknownspc	NC_045960.1	37538046	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
721	NorthSea_Spottedray	NorthSea_unknownspc	NC_045962.1	59158986	0.11111	0.11111	0.00000	0.11111	0.11111	0.00000	0.25000	0.25000	0.00000
1047	NorthSea_Spottedray	NorthSea_unknownspc	NC_045967.1	52130172	0.40000	0.40000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1282	NorthSea_Spottedray	NorthSea_unknownspc	NC_045972.1	8597930	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.28571	0.28571	0.00000
1288	NorthSea_Spottedray	NorthSea_unknownspc	NC_045972.1	14373117	0.11111	0.11111	0.00000	0.11111	0.11111	0.00000	0.25000	0.25000	0.00000
1296	NorthSea_Spottedray	NorthSea_unknownspc	NC_045972.1	19589136	0.11111	0.11111	0.00000	0.11111	0.11111	0.00000	0.25000	0.25000	0.00000
1403	NorthSea_Spottedray	NorthSea_unknownspc	NC_045974.1	22009269	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1472	NorthSea_Spottedray	NorthSea_unknownspc	NC_045975.1	35569990	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1526	NorthSea_Spottedray	NorthSea_unknownspc	NC_045977.1	23005581	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.28571	0.28571	0.00000
1593	NorthSea_Spottedray	NorthSea_unknownspc	NC_045978.1	35864221	0.11111	0.11111	0.00000	0.11111	0.11111	0.00000	0.25000	0.25000	0.00000
1797	NorthSea_Spottedray	NorthSea_unknownspc	NC_045983.1	20205624	0.38462	0.38462	0.00000	0.23810	0.23810	0.00000	0.00000	0.00000	0.00000
1827	NorthSea_Spottedray	NorthSea_unknownspc	NC_045984.1	13582493	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1844	NorthSea_Spottedray	NorthSea_unknownspc	NC_045984.1	25032221	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1978	NorthSea_Spottedray	NorthSea_unknownspc	NC_045988.1	21982407	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.50000	-0.50000	0.00000
2071	NorthSea_Spottedray	NorthSea_unknownspc	NC_045992.1	17603329	0.11111	0.11111	0.00000	0.11111	0.11111	0.00000	0.44444	0.44444	0.00000
2076	NorthSea_Spottedray	NorthSea_unknownspc	NC_045993.1	1282256	0.74468	0.74468	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
2138	NorthSea_Spottedray	NorthSea_unknownspc	NC_045996.1	13270043	0.11111	0.11111	0.00000	0.11111	0.11111	0.00000	0.44444	0.44444	0.00000
2140	NorthSea_Spottedray	NorthSea_unknownspc	NC_045996.1	14772406	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
