# Population NorthSea_Blonderay	P08949,P08950,P08951,P08952
# Population Aquarium_Thornbackskate	P2397621,P2397622,P2397623,P2397624,P2397625,P2397626,P2397627,P2397628,P2397629,P2397630,P2397631,P2397632,P2397633,P2397634,P2397635,P2397636,P2397637,P2397638
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	17483015	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
79	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	95256501	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.90591	0.90591	0.00000
108	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	136357848	0.98934	0.98934	0.00000	1.00000	1.00000	0.00000	0.95788	0.95788	0.00000
127	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045956.1	149555626	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.59920	0.59920	0.00000
163	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045957.1	5996516	0.94423	0.94423	0.00000	1.00000	1.00000	0.00000	0.91613	0.91613	0.00000
171	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045957.1	17519518	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
329	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045958.1	77473519	0.92729	0.92729	0.00000	1.00000	1.00000	0.00000	0.84187	0.84187	0.00000
343	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045958.1	93202152	0.15967	0.15967	0.00000	0.08204	0.08204	0.00000	0.09412	0.09412	0.00000
394	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045959.1	41359071	0.53901	0.53901	0.00000	1.00000	1.00000	0.00000	0.71903	0.71903	0.00000
508	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045960.1	28757923	0.26814	0.26814	0.00000	1.00000	1.00000	0.00000	0.80014	0.80014	0.00000
522	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045960.1	37538046	0.20117	0.20117	0.00000	0.69585	0.69585	0.00000	0.60497	0.60497	0.00000
602	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045961.1	17408421	0.81637	0.81637	0.00000	1.00000	1.00000	0.00000	0.84716	0.84716	0.00000
721	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045962.1	59158986	0.86740	0.86740	0.00000	1.00000	1.00000	0.00000	0.40171	0.40171	0.00000
729	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045962.1	75967146	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.87216	0.87216	0.00000
740	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045963.1	6038802	0.79967	0.79967	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
780	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045963.1	48067031	0.83105	0.83105	0.00000	1.00000	1.00000	0.00000	0.93037	0.93037	0.00000
863	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045964.1	56440131	0.41818	0.41818	0.00000	0.12568	0.12568	0.00000	-0.01020	-0.01020	0.00000
878	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045964.1	73226211	0.91201	0.91201	0.00000	1.00000	1.00000	0.00000	0.93547	0.93547	0.00000
956	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045966.1	18630599	-0.19885	-0.19885	0.00000	-0.06632	-0.06632	0.00000	0.11287	0.11287	0.00000
1085	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045968.1	27241754	0.32546	0.32546	0.00000	1.00000	1.00000	0.00000	0.81761	0.81761	0.00000
1155	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045969.1	38414589	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.84656	0.84656	0.00000
1174	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045969.1	56401989	0.76469	0.76469	0.00000	1.00000	1.00000	0.00000	0.16978	0.16978	0.00000
1296	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045972.1	19589136	0.59405	0.59405	0.00000	0.64957	0.64957	0.00000	0.54564	0.54564	0.00000
1356	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045973.1	33998032	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.80147	0.80147	0.00000
1361	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045973.1	35799385	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.95525	0.95525	0.00000
1368	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045973.1	41877268	-0.14061	-0.14061	0.00000	-0.00776	-0.00776	0.00000	0.16543	0.16543	0.00000
1375	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045974.1	468908	0.93548	0.93548	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1454	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045975.1	22992060	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.90591	0.90591	0.00000
1466	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045975.1	28942445	-1.00000	-1.00000	0.00000	0.00000	0.00000	0.00000	-0.11691	-0.11691	0.00000
1472	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045975.1	35569990	0.54553	0.54553	0.00000	1.00000	1.00000	0.00000	0.81957	0.81957	0.00000
1490	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045976.1	21478340	0.52147	0.52147	0.00000	0.54281	0.54281	0.00000	0.45278	0.45278	0.00000
1504	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045976.1	28637816	0.73731	0.73731	0.00000	1.00000	1.00000	0.00000	0.81148	0.81148	0.00000
1564	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045978.1	14640626	0.72586	0.72586	0.00000	1.00000	1.00000	0.00000	0.50215	0.50215	0.00000
1566	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045978.1	18084024	0.95121	0.95121	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1633	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045979.1	27700677	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.66522	0.66522	0.00000
1710	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045981.1	21724163	1.00000	0.72130	0.00000	1.00000	1.00000	0.00000	0.63349	0.65437	0.00000
1711	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045981.1	21806170	0.46958	0.68235	0.00000	1.00000	1.00000	0.00000	0.67323	0.65729	0.00000
1759	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045982.1	23906648	0.17241	0.17241	0.00000	0.09434	0.09434	0.00000	0.55556	0.55556	0.00000
1783	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045983.1	13658548	0.52849	0.52849	0.00000	0.55464	0.55464	0.00000	0.60227	0.60227	0.00000
1825	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045984.1	12559011	-0.33172	-0.33172	0.00000	-0.02120	-0.02120	0.00000	0.21361	0.21361	0.00000
1827	NorthSea_Blonderay	Aquarium_Thornbackskate	NC_045984.1	13582493	0.63050	0.63050	0.00000	0.93295	0.93295	0.00000	0.94737	0.94737	0.00000
