# Population North_Sea	P08867,P08869,P08870,P08871,P08878,P08899,P08901,P08902,P08903,P08905,P08907,P08909,P08912,P08913,P08915,P08916,P08918,P08919,P08920,P08921,P08922,P08923,P08924,P08925,P08927,P08928,P08930,P08931,P08932,P08933,P08935,P08936,P08949,P08950,P08951,P08952,P08953,P08960,P08963,P08964,P08965,P08967,P08968,P08969,P08971,P08972,P08973,P08974,P08975,P08980,P08981,P2397507
# Population Aquarium	P2397621,P2397622,P2397623,P2397624,P2397625,P2397626,P2397627,P2397628,P2397629,P2397630,P2397631,P2397632,P2397633,P2397634,P2397635,P2397636,P2397637,P2397638
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
8	North_Sea	Aquarium	NC_045956.1	17483015	0.10875	0.10875	0.00000	0.03644	0.03644	0.00000	0.01858	0.01858	0.00000
79	North_Sea	Aquarium	NC_045956.1	95256501	0.10416	0.10416	0.00000	0.05214	0.05214	0.00000	0.14740	0.14740	0.00000
100	North_Sea	Aquarium	NC_045956.1	127726675	0.12502	0.12502	0.00000	0.08265	0.08265	0.00000	0.13227	0.13227	0.00000
108	North_Sea	Aquarium	NC_045956.1	136357848	0.15035	0.15035	0.00000	0.03876	0.03876	0.00000	0.17436	0.17436	0.00000
171	North_Sea	Aquarium	NC_045957.1	17519518	0.07591	0.07591	0.00000	0.01616	0.01616	0.00000	0.02673	0.02673	0.00000
343	North_Sea	Aquarium	NC_045958.1	93202152	0.00614	0.00614	0.00000	-0.00377	-0.00377	0.00000	0.00730	0.00730	0.00000
404	North_Sea	Aquarium	NC_045959.1	52628613	0.04590	0.04590	0.00000	0.00637	0.00637	0.00000	0.01626	0.01626	0.00000
522	North_Sea	Aquarium	NC_045960.1	37538046	0.02699	0.02699	0.00000	0.09310	0.09310	0.00000	0.11862	0.11862	0.00000
740	North_Sea	Aquarium	NC_045963.1	6038802	0.33619	0.33619	0.00000	0.36913	0.36913	0.00000	0.44100	0.44100	0.00000
780	North_Sea	Aquarium	NC_045963.1	48067031	0.10754	0.10754	0.00000	0.07242	0.07242	0.00000	0.24239	0.24239	0.00000
966	North_Sea	Aquarium	NC_045966.1	36709704	0.13317	0.13317	0.00000	0.11106	0.11106	0.00000	0.25967	0.25967	0.00000
976	North_Sea	Aquarium	NC_045966.1	42541836	0.04662	0.04662	0.00000	0.02007	0.02007	0.00000	0.26901	0.26901	0.00000
1047	North_Sea	Aquarium	NC_045967.1	52130172	0.02959	0.02959	0.00000	0.09747	0.09747	0.00000	0.16639	0.16639	0.00000
1053	North_Sea	Aquarium	NC_045967.1	57676791	0.07027	0.07027	0.00000	0.13538	0.13538	0.00000	0.23475	0.23475	0.00000
1139	North_Sea	Aquarium	NC_045969.1	29547571	0.12070	0.12070	0.00000	0.13331	0.13331	0.00000	0.14561	0.14561	0.00000
1197	North_Sea	Aquarium	NC_045970.1	29809705	0.19157	0.19157	0.00000	0.18739	0.18739	0.00000	0.09980	0.09980	0.00000
1361	North_Sea	Aquarium	NC_045973.1	35799385	0.08436	0.08436	0.00000	0.04879	0.04879	0.00000	0.16149	0.16149	0.00000
1368	North_Sea	Aquarium	NC_045973.1	41877268	0.02761	0.02761	0.00000	0.00062	0.00062	0.00000	0.00839	0.00839	0.00000
1375	North_Sea	Aquarium	NC_045974.1	468908	0.15468	0.15468	0.00000	0.13837	0.13837	0.00000	0.10415	0.10415	0.00000
1446	North_Sea	Aquarium	NC_045975.1	16626671	0.05026	0.05026	0.00000	0.07269	0.07269	0.00000	0.20724	0.20724	0.00000
1454	North_Sea	Aquarium	NC_045975.1	22992060	0.06453	0.06453	0.00000	0.00999	0.00999	0.00000	0.06512	0.06512	0.00000
1466	North_Sea	Aquarium	NC_045975.1	28942445	-0.39423	-0.39423	0.00000	-0.48810	-0.48810	0.00000	-0.00143	-0.00143	0.00000
1472	North_Sea	Aquarium	NC_045975.1	35569990	0.04028	0.04028	0.00000	0.50445	0.50445	0.00000	0.38278	0.38278	0.00000
1484	North_Sea	Aquarium	NC_045976.1	13075923	0.09389	0.09389	0.00000	0.04000	0.04000	0.00000	0.12113	0.12113	0.00000
1526	North_Sea	Aquarium	NC_045977.1	23005581	0.03412	0.03412	0.00000	0.00408	0.00408	0.00000	0.14050	0.14050	0.00000
1537	North_Sea	Aquarium	NC_045977.1	31674640	-0.01043	-0.01043	0.00000	-0.01478	-0.01478	0.00000	-0.02877	-0.02877	0.00000
1542	North_Sea	Aquarium	NC_045977.1	34344052	-0.00055	-0.00055	0.00000	0.00091	0.00091	0.00000	0.05234	0.05234	0.00000
1566	North_Sea	Aquarium	NC_045978.1	18084024	0.09261	0.09261	0.00000	0.01651	0.01651	0.00000	0.16165	0.16165	0.00000
1570	North_Sea	Aquarium	NC_045978.1	22251683	0.10324	0.10324	0.00000	0.02466	0.02466	0.00000	0.13122	0.13122	0.00000
