# Population Skagerrak_Thornbackskate	P08780,SR10,SR11,SR12,SR14,SR15,SR16,SR17,SR18,SR19,SR20,SR22,SR23,SR3,SR4,SR5,SR8,SR9
# Population Aquarium_Thornbackskate	P2397621,P2397622,P2397623,P2397624,P2397625,P2397626,P2397627,P2397628,P2397629,P2397630,P2397631,P2397632,P2397633,P2397634,P2397635,P2397636,P2397637,P2397638
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
30	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49130841	0.04426	0.04426	0.00000	0.06306	0.06306	0.00000	0.04104	0.04104	0.00000
61	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	78277035	0.38912	0.38912	0.00000	0.44966	0.44966	0.00000	0.21544	0.21544	0.00000
69	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	83707414	0.06887	0.06887	0.00000	-0.00130	-0.00130	0.00000	0.33686	0.33686	0.00000
71	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	85180118	0.07827	0.07827	0.00000	0.00733	0.00733	0.00000	-0.01355	-0.01355	0.00000
100	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	127726675	0.25069	0.25069	0.00000	0.09121	0.09121	0.00000	0.06836	0.06836	0.00000
108	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	136357848	0.16233	0.16233	0.00000	0.02712	0.02712	0.00000	0.04402	0.04402	0.00000
110	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	137361358	0.11355	0.11355	0.00000	0.01265	0.01265	0.00000	0.12817	0.12817	0.00000
163	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045957.1	5996516	0.07436	0.07436	0.00000	0.00994	0.00994	0.00000	-0.01087	-0.01087	0.00000
181	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045957.1	27801950	0.05882	0.05882	0.00000	0.00730	0.00730	0.00000	-0.02360	-0.02360	0.00000
189	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045957.1	32309042	0.04640	0.04640	0.00000	0.17705	0.17705	0.00000	0.23256	0.23256	0.00000
