# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
8	North_Sea	Aquarium	NC_045956.1	17483045	85	0.01923	0.00358	1.000000000	1.31034	0.11440	15.00844	0.11739	0.00358	0.03542	0.00000	0
8	North_Sea	Aquarium	NC_045956.1	17483054	76	0.27614	0.07199	0.005257229	0.11494	0.01462	0.90357	0.93952	0.07199	0.03542	0.00000	0
8	North_Sea	Aquarium	NC_045956.1	17483074	56	0.14339	0.03070	0.104558738	0.26437	0.03202	2.18289	0.57779	0.03070	0.03542	0.00000	0
100	North_Sea	Aquarium	NC_045956.1	127726799	8	0.07758	0.01786	0.313294952	0.43226	0.04843	3.85798	0.36426	0.01786	0.01330	0.00000	0
100	North_Sea	Aquarium	NC_045956.1	127726870	79	0.03960	0.00875	0.575757576	0.74194	0.07420	7.41909	0.12963	0.00875	0.01330	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202278	10	0.01587	0.00296	1.000000000	1.31429	0.11549	14.95653	0.11869	0.00296	0.01016	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202282	14	0.09143	0.03996	0.044886773	6.00000	1.04580	34.42349	0.77815	0.03996	0.01016	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202291	23	0.01587	0.02165	0.269841270	5.47059	0.48045	62.29069	0.73803	0.02165	0.01016	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202300	32	0.06197	0.01212	0.338796748	0.50857	0.05735	4.50976	0.29365	0.01212	0.01016	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202307	39	0.01587	0.00296	1.000000000	1.31429	0.11549	14.95653	0.11869	0.00296	0.01016	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202310	42	0.01587	0.00296	1.000000000	1.31429	0.11549	14.95653	0.11869	0.00296	0.01016	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202320	52	0.41255	0.00503	0.507834273	0.69516	0.27903	1.73184	0.15792	0.00503	0.01016	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202333	65	0.01587	0.00296	1.000000000	1.31429	0.11549	14.95653	0.11869	0.00296	0.01016	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202334	66	0.01587	0.00296	1.000000000	1.31429	0.11549	14.95653	0.11869	0.00296	0.01016	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202343	75	0.06197	0.01212	0.338796748	0.50857	0.05735	4.50976	0.29365	0.01212	0.01016	0.00000	0
343	North_Sea	Aquarium	NC_045958.1	93202367	99	0.03149	0.00596	1.000000000	0.86667	0.08719	8.61446	0.06215	0.00596	0.01016	0.00000	0
1047	North_Sea	Aquarium	NC_045967.1	52130182	106	0.10782	0.02368	0.180635772	0.32719	0.03860	2.77367	0.48520	0.02368	0.01745	0.00000	0
1047	North_Sea	Aquarium	NC_045967.1	52130191	97	0.26288	0.01922	0.224525576	0.34066	0.07225	1.60626	0.46768	0.01922	0.01745	0.00000	0
1047	North_Sea	Aquarium	NC_045967.1	52130206	82	0.01887	0.00376	1.000000000	1.22581	0.10721	14.01556	0.08842	0.00376	0.01745	0.00000	0
1047	North_Sea	Aquarium	NC_045967.1	52130209	79	0.09242	0.02048	0.318013251	0.37634	0.04345	3.25961	0.42441	0.02048	0.01745	0.00000	0
1047	North_Sea	Aquarium	NC_045967.1	52130224	64	0.03738	0.00759	1.000000000	0.80645	0.08073	8.05643	0.09342	0.00759	0.01745	0.00000	0
1047	North_Sea	Aquarium	NC_045967.1	52130233	55	0.15963	0.03841	0.056401348	0.21290	0.02608	1.73773	0.67182	0.03841	0.01745	0.00000	0
1047	North_Sea	Aquarium	NC_045967.1	52130248	40	0.07332	0.01548	0.325893927	0.47097	0.05283	4.19895	0.32701	0.01548	0.01745	0.00000	0
1047	North_Sea	Aquarium	NC_045967.1	52130272	16	0.05553	0.01150	0.556811113	0.59677	0.06410	5.55606	0.22419	0.01150	0.01745	0.00000	0
1783	North_Sea	Aquarium	NC_045983.1	13658672	8	0.06606	0.01196	0.570999376	0.54839	0.06161	4.88089	0.26091	0.01196	0.01169	0.00000	0
1783	North_Sea	Aquarium	NC_045983.1	13658681	17	0.45734	0.00030	1.000000000	0.91935	0.38282	2.20785	0.03652	0.00030	0.01169	0.00000	0
1783	North_Sea	Aquarium	NC_045983.1	13658732	68	0.01695	0.00291	1.000000000	1.41935	0.12431	16.20560	0.15209	0.00291	0.01169	0.00000	0
1783	North_Sea	Aquarium	NC_045983.1	13658741	77	0.15645	0.03157	0.063058644	0.23167	0.02869	1.87093	0.63513	0.03157	0.01169	0.00000	0
