# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
30	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49130977	21	0.28249	0.10804	0.014378096	10.56522	1.24359	89.75964	1.02388	0.10804	0.02848	0.00000	0
30	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49130996	40	0.06346	0.03125	0.492332099	3.00000	0.29561	30.44536	0.47712	0.03125	0.02848	0.00000	0
30	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49131009	53	0.12269	0.00007	1.000000000	0.93333	0.12301	7.08192	0.02996	0.00007	0.02848	0.00000	0
30	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49131016	60	0.06346	0.03556	0.230037017	0.29293	0.02886	2.97344	0.53324	0.03556	0.02848	0.00000	0
30	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49131030	74	0.06346	0.03556	0.230037017	0.29293	0.02886	2.97344	0.53324	0.03556	0.02848	0.00000	0
30	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49131047	91	0.12269	0.00007	1.000000000	0.93333	0.12301	7.08192	0.02996	0.00007	0.02848	0.00000	0
30	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49131057	101	0.15071	0.00474	0.666574048	0.60000	0.09310	3.86676	0.22185	0.00474	0.02848	0.00000	0
30	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	49131064	108	0.34520	0.01473	0.370664376	1.81818	0.51795	6.38240	0.25964	0.01473	0.02848	0.00000	0
100	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045956.1	127726880	89	0.25225	0.15920	0.002087879	0.07742	0.00926	0.64733	1.11115	0.15920	0.15920	0.00000	0
163	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045957.1	5996564	67	0.11510	0.05892	0.235918367	4.16667	0.43401	40.00140	0.61979	0.05892	0.05892	0.00000	0
325	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	74220352	23	0.27429	0.17582	0.004279824	0.08444	0.00983	0.72525	1.07343	0.17582	0.09733	0.00000	0
325	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	74220401	72	0.04000	0.01884	1.000000000	0.52000	0.04432	6.10163	0.28400	0.01884	0.09733	0.00000	0
329	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	77473738	104	0.13067	0.00009	1.000000000	0.92857	0.12178	7.08007	0.03218	0.00009	0.00009	0.00000	0
329	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	77473740	106	0.13067	0.00009	1.000000000	0.92857	0.12178	7.08007	0.03218	0.00009	0.00009	0.00000	0
334	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	86125949	42	0.15020	0.08027	0.111055145	0.18400	0.01997	1.69499	0.73518	0.08027	0.04949	0.00000	0
334	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	86125950	43	0.47020	0.01871	0.387598405	0.56150	0.17344	1.81782	0.25065	0.01871	0.04949	0.00000	0
343	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	93202282	14	0.11238	0.06250	0.056946039	5.64516	0.62499	50.98938	0.75168	0.06250	0.03326	0.00000	0
343	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	93202291	23	0.02941	0.01493	0.500000000	2.05882	0.17829	23.77396	0.31362	0.01493	0.03326	0.00000	0
343	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	93202320	52	0.43327	0.02533	0.203998685	0.49704	0.17361	1.42301	0.30361	0.02533	0.03326	0.00000	0
343	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045958.1	93202343	75	0.05795	0.03030	0.246268657	0.31429	0.03111	3.17462	0.50268	0.03030	0.03326	0.00000	0
394	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045959.1	41359205	17	0.35390	0.00359	0.756948988	1.33333	0.38671	4.59721	0.12494	0.00359	0.00844	0.00000	0
394	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045959.1	41359238	50	0.47913	0.01328	0.426838413	0.61943	0.21191	1.81062	0.20801	0.01328	0.00844	0.00000	0
484	Skagerrak_Thornbackskate	Aquarium_Thornbackskate	NC_045960.1	8071385	103	0.18367	0.10256	0.051107251	0.14667	0.01636	1.31471	0.83367	0.10256	0.07466	0.00000	0
